t_s,leg,state,phase_elapsed_s,cmd_vx,cmd_vy,cmd_wz,raw_vx,raw_vy,raw_wz,est_x,est_y,est_yaw_deg,event
0.051,0,WARMUP,0.051,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.0,
0.101,0,WARMUP,0.101,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.0,
0.152,0,WARMUP,0.152,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.000,0.0,
0.202,0,WARMUP,0.202,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.000,0.0,
0.251,0,WARMUP,0.251,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.000,0.0,
0.301,0,WARMUP,0.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.352,0,WARMUP,0.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.402,0,WARMUP,0.403,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.451,0,WARMUP,0.452,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.504,0,WARMUP,0.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.552,0,WARMUP,0.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.603,0,WARMUP,0.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.652,0,WARMUP,0.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.701,0,WARMUP,0.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.751,0,WARMUP,0.752,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.803,0,WARMUP,0.804,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,FIN_WARMUP
0.804,0,DRIVE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.851,0,DRIVE,0.047,0.300,0.000,0.000,-0.004,-0.004,-0.034,0.000,0.000,0.0,
0.903,0,DRIVE,0.099,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.951,0,DRIVE,0.147,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.004,0,DRIVE,0.200,0.300,0.000,0.000,0.034,0.004,-0.102,0.000,0.000,0.0,
1.052,0,DRIVE,0.248,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.102,0,DRIVE,0.298,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.152,0,DRIVE,0.348,0.300,0.000,0.000,0.063,-0.004,0.034,0.000,0.000,0.0,
1.202,0,DRIVE,0.398,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.252,0,DRIVE,0.448,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.301,0,DRIVE,0.497,0.300,0.000,0.000,0.127,-0.029,-0.136,0.000,0.000,0.0,
1.351,0,DRIVE,0.547,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.401,0,DRIVE,0.597,0.300,0.000,0.000,0.053,0.014,0.170,0.000,0.000,0.0,
1.451,0,DRIVE,0.647,0.300,0.000,0.000,-0.004,-0.004,-0.034,0.000,0.000,0.0,
1.501,0,DRIVE,0.697,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.553,0,DRIVE,0.749,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.601,0,DRIVE,0.797,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.651,0,DRIVE,0.848,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.702,0,DRIVE,0.898,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.753,0,DRIVE,0.949,0.300,0.000,0.000,-0.004,-0.004,-0.034,0.000,0.000,0.0,
1.806,0,DRIVE,1.002,0.300,0.000,0.000,0.068,0.019,-0.068,0.000,0.000,0.0,
1.852,0,DRIVE,1.049,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.901,0,DRIVE,1.098,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.951,0,DRIVE,1.148,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
2.002,0,DRIVE,1.198,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
2.051,0,DRIVE,1.247,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
2.101,0,DRIVE,1.297,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
2.151,0,DRIVE,1.347,0.300,0.000,0.000,-0.004,-0.004,-0.034,0.000,0.000,0.0,
2.201,0,DRIVE,1.397,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
2.252,0,DRIVE,1.448,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
2.301,0,DRIVE,1.497,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
2.351,0,DRIVE,1.547,0.300,0.000,0.000,0.274,0.000,0.000,0.000,0.000,0.0,
2.402,0,DRIVE,1.598,0.300,0.000,0.000,0.117,0.019,-0.136,0.000,0.000,0.0,
2.452,0,DRIVE,1.649,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
2.501,0,DRIVE,1.697,0.300,0.000,0.000,0.363,-0.019,-0.068,0.000,0.000,0.0,
2.551,0,DRIVE,1.747,0.300,0.000,0.000,0.353,-0.019,0.000,0.000,0.000,0.0,
2.601,0,DRIVE,1.797,0.300,0.000,0.000,0.363,-0.019,-0.068,0.000,0.000,0.0,
2.653,0,DRIVE,1.849,0.300,0.000,0.000,0.363,-0.019,-0.068,0.000,0.000,0.0,
2.701,0,DRIVE,1.897,0.300,0.000,0.000,0.353,-0.019,0.000,0.000,0.000,0.0,
2.751,0,DRIVE,1.947,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
2.805,0,DRIVE,2.001,0.300,0.000,0.000,0.274,0.000,0.000,0.000,0.000,0.0,
2.852,0,DRIVE,2.048,0.300,0.000,0.000,0.034,0.004,-0.102,0.000,0.000,0.0,
2.902,0,DRIVE,2.098,0.300,0.000,0.000,0.274,0.000,0.000,0.000,0.000,0.0,
2.952,0,DRIVE,2.148,0.300,0.000,0.000,0.348,0.004,-0.102,0.000,0.000,0.0,
3.003,0,DRIVE,2.199,0.300,0.000,0.000,0.274,0.000,0.000,0.000,0.000,0.0,
3.053,0,DRIVE,2.249,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
3.102,0,DRIVE,2.298,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
3.151,0,DRIVE,2.347,0.300,0.000,0.000,0.348,0.004,-0.102,0.000,0.000,0.0,
3.201,0,DRIVE,2.398,0.300,0.000,0.000,0.117,0.019,-0.136,0.000,0.000,0.0,
3.252,0,DRIVE,2.448,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
3.302,0,DRIVE,2.498,0.300,0.000,0.000,0.353,-0.019,0.000,0.000,0.000,0.0,
3.352,0,DRIVE,2.548,0.300,0.000,0.000,0.117,0.019,-0.136,0.000,0.000,0.0,
3.401,0,DRIVE,2.597,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
3.451,0,DRIVE,2.647,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
3.502,0,DRIVE,2.698,0.300,0.000,0.000,0.284,0.009,0.136,0.000,0.000,0.0,
3.552,0,DRIVE,2.748,0.300,0.000,0.000,0.358,-0.004,-0.170,0.000,0.000,0.0,
3.602,0,DRIVE,2.798,0.300,0.000,0.000,0.294,0.009,-0.204,0.000,0.000,0.0,
3.651,0,DRIVE,2.847,0.300,0.000,0.000,0.274,0.000,0.000,0.000,0.000,0.0,
3.701,0,DRIVE,2.897,0.300,0.000,0.000,0.348,0.004,-0.102,0.000,0.000,0.0,
3.752,0,DRIVE,2.948,0.300,0.000,0.000,0.274,0.000,0.000,0.000,0.000,0.0,
3.804,0,DRIVE,3.000,0.300,0.000,0.000,0.343,0.000,0.068,0.000,0.000,0.0,
3.852,0,DRIVE,3.048,0.300,0.000,0.000,0.274,0.000,0.000,0.000,0.000,0.0,
3.903,0,DRIVE,3.099,0.300,0.000,0.000,0.343,0.000,0.068,0.000,0.000,0.0,
3.952,0,DRIVE,3.148,0.300,0.000,0.000,0.348,-0.014,-0.034,0.000,0.000,0.0,
4.002,0,DRIVE,3.198,0.300,0.000,0.000,0.117,0.019,-0.136,0.000,0.000,0.0,
4.052,0,DRIVE,3.248,0.300,0.000,0.000,0.323,0.009,0.068,0.000,0.000,0.0,
4.102,0,DRIVE,3.298,0.300,0.000,0.000,0.323,0.009,0.068,0.000,0.000,0.0,
4.153,0,DRIVE,3.349,0.000,0.000,0.000,0.343,0.000,0.068,1.000,0.000,0.0,FIN_DRIVE_leg0
4.154,0,STOP_BEFORE_SPIN,0.000,0.000,0.000,0.000,0.343,0.000,0.068,1.000,0.000,0.0,
4.201,0,STOP_BEFORE_SPIN,0.048,0.000,0.000,0.000,0.343,0.000,0.068,1.000,0.000,0.0,
4.252,0,STOP_BEFORE_SPIN,0.098,0.000,0.000,0.000,0.269,0.004,-0.034,1.000,0.000,0.0,
4.303,0,STOP_BEFORE_SPIN,0.149,0.000,0.000,0.000,0.323,0.009,0.068,1.000,0.000,0.0,
4.351,0,STOP_BEFORE_SPIN,0.198,0.000,0.000,0.000,0.294,0.009,-0.204,1.000,0.000,0.0,
4.402,0,STOP_BEFORE_SPIN,0.249,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.0,
4.452,0,STOP_BEFORE_SPIN,0.298,0.000,0.000,0.000,0.323,0.009,0.068,1.000,0.000,0.0,
4.501,0,STOP_BEFORE_SPIN,0.348,0.000,0.000,0.000,0.284,0.000,0.000,1.000,0.000,0.0,
4.551,0,STOP_BEFORE_SPIN,0.398,0.000,0.000,0.000,0.323,0.009,0.068,1.000,0.000,0.0,
4.602,0,STOP_BEFORE_SPIN,0.448,0.000,0.000,0.000,0.323,0.009,0.068,1.000,0.000,0.0,
4.651,0,STOP_BEFORE_SPIN,0.498,0.000,0.000,0.000,0.358,-0.004,-0.170,1.000,0.000,0.0,
4.702,0,STOP_BEFORE_SPIN,0.548,0.000,0.000,0.000,0.358,-0.004,-0.170,1.000,0.000,0.0,
4.751,0,STOP_BEFORE_SPIN,0.597,0.000,0.000,0.000,0.358,-0.004,-0.170,1.000,0.000,0.0,
4.802,0,STOP_BEFORE_SPIN,0.648,0.000,0.000,0.000,0.358,-0.004,-0.170,1.000,0.000,0.0,
4.851,0,STOP_BEFORE_SPIN,0.698,0.000,0.000,0.000,0.323,0.009,0.068,1.000,0.000,0.0,
4.902,0,STOP_BEFORE_SPIN,0.748,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.0,
4.952,0,STOP_BEFORE_SPIN,0.798,0.000,0.000,0.000,0.343,0.000,0.068,1.000,0.000,0.0,
5.002,0,STOP_BEFORE_SPIN,0.848,0.000,0.000,0.000,0.343,0.000,0.068,1.000,0.000,0.0,
5.053,0,STOP_BEFORE_SPIN,0.900,0.000,0.000,0.000,0.343,0.000,0.068,1.000,0.000,0.0,
5.101,0,STOP_BEFORE_SPIN,0.948,0.000,0.000,0.000,0.343,0.000,0.068,1.000,0.000,0.0,
5.151,0,STOP_BEFORE_SPIN,0.997,0.000,0.000,0.000,0.343,0.000,0.068,1.000,0.000,0.0,
5.203,0,STOP_BEFORE_SPIN,1.050,0.000,0.000,0.000,0.152,-0.004,-0.034,1.000,0.000,0.0,INICIO_DRIFT_leg0
5.204,0,DRIFT,0.000,0.000,0.000,0.000,0.152,-0.004,-0.034,1.000,0.000,0.0,
5.251,0,DRIFT,0.048,0.000,-0.000,1.000,0.358,-0.004,-0.170,1.000,0.000,0.0,
5.301,0,DRIFT,0.098,0.000,-0.000,1.000,0.358,-0.004,-0.170,1.000,0.000,0.0,
5.351,0,DRIFT,0.147,0.000,-0.000,1.000,0.358,-0.004,-0.170,1.000,0.000,0.0,
5.402,0,DRIFT,0.198,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.451,0,DRIFT,0.247,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.502,0,DRIFT,0.298,0.000,-0.000,1.000,0.358,-0.004,-0.170,1.000,0.000,0.0,
5.551,0,DRIFT,0.348,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.602,0,DRIFT,0.398,0.000,-0.000,1.000,0.004,0.004,0.034,1.000,0.000,0.0,
5.653,0,DRIFT,0.449,0.000,-0.000,1.000,0.358,-0.004,-0.170,1.000,0.000,0.0,
5.701,0,DRIFT,0.497,0.000,-0.000,1.000,0.358,-0.004,-0.170,1.000,0.000,0.0,
5.752,0,DRIFT,0.549,0.000,-0.000,1.000,0.152,-0.004,-0.034,1.000,0.000,0.0,
5.802,0,DRIFT,0.598,0.000,-0.000,1.000,0.152,-0.004,-0.034,1.000,0.000,0.0,
5.851,0,DRIFT,0.647,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.901,0,DRIFT,0.697,0.000,-0.000,1.000,0.343,0.000,0.068,1.000,0.000,0.0,
5.952,0,DRIFT,0.748,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
6.001,0,DRIFT,0.797,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
6.052,0,DRIFT,0.848,0.000,-0.000,1.000,0.358,-0.004,-0.170,1.000,0.000,0.0,
6.102,0,DRIFT,0.898,0.000,-0.000,1.000,0.004,-0.004,0.034,1.000,0.000,0.0,
6.151,0,DRIFT,0.947,0.000,-0.000,1.000,0.004,-0.004,0.034,1.000,0.000,0.0,
6.201,0,DRIFT,0.997,0.000,-0.000,1.000,0.004,-0.004,0.034,1.000,0.000,0.0,
6.253,0,DRIFT,1.049,0.000,-0.000,1.000,0.358,-0.004,-0.170,1.000,0.000,0.0,
6.301,0,DRIFT,1.097,0.000,-0.000,1.000,0.004,-0.004,0.034,1.000,0.000,0.0,
