t_s,rep,state,elapsed_s,cmd_wz,opt_dyaw_deg,imu_yaw_deg,kf_dyaw_deg,kf_err_deg,event
32.152,5,PAUSE,0.794,0.0000,50.03,0.00,143.25,93.22,
32.202,5,PAUSE,0.844,0.0000,50.03,0.00,143.25,93.22,
32.252,5,PAUSE,0.893,0.0000,50.03,0.00,143.25,93.22,
32.302,5,PAUSE,0.944,0.0000,50.03,0.00,143.25,93.22,
32.352,5,PAUSE,0.993,0.0000,50.04,0.00,143.25,93.21,
32.402,5,PAUSE,1.044,0.0000,50.04,0.00,143.25,93.21,
32.452,5,PAUSE,1.094,0.0000,50.04,0.00,143.25,93.21,
32.502,5,PAUSE,1.144,0.0000,50.04,0.00,143.25,93.21,
32.552,5,PAUSE,1.194,0.0000,50.02,0.00,143.25,93.23,
32.605,5,PAUSE,1.246,0.0000,50.02,0.00,143.25,93.23,
32.652,5,PAUSE,1.294,0.0000,50.02,0.00,143.25,93.23,
32.702,5,PAUSE,1.344,0.0000,50.02,0.00,143.25,93.23,
32.753,5,PAUSE,1.394,0.0000,50.03,0.00,143.25,93.22,
32.802,5,PAUSE,1.444,0.0000,50.02,0.00,143.25,93.22,
32.852,5,PAUSE,1.494,0.0000,50.02,0.00,143.25,93.22,
32.902,5,PAUSE,1.544,0.0000,50.02,0.00,143.25,93.22,
32.952,5,PAUSE,1.594,0.0000,50.02,0.00,143.25,93.22,
33.004,5,PAUSE,1.645,0.0000,50.04,0.00,143.25,93.21,
33.053,5,PAUSE,1.694,0.0000,50.01,0.00,143.25,93.24,
33.102,5,PAUSE,1.744,0.0000,50.01,0.00,143.25,93.24,
33.153,5,PAUSE,1.794,0.0000,50.01,0.00,143.25,93.24,
33.202,5,PAUSE,1.844,0.0000,50.01,0.00,143.25,93.24,
33.252,5,PAUSE,1.894,0.0000,50.04,0.00,143.25,93.21,
33.303,5,PAUSE,1.944,0.0000,50.04,0.00,143.25,93.21,
33.352,5,PAUSE,1.994,0.0000,50.04,0.00,143.25,93.21,
33.406,5,SPIN,0.001,0.0000,0.00,0.00,0.00,0.00,
33.453,5,SPIN,0.049,1.0000,-0.00,0.00,0.00,0.00,
33.502,5,SPIN,0.098,1.0000,-0.01,0.00,2.81,2.82,
33.552,5,SPIN,0.148,1.0000,-0.01,0.00,5.67,5.67,
33.602,5,SPIN,0.198,1.0000,-0.01,0.00,8.54,8.54,
33.652,5,SPIN,0.248,1.0000,-0.01,0.00,11.41,11.42,
33.702,5,SPIN,0.298,1.0000,0.06,0.00,14.27,14.21,
33.752,5,SPIN,0.348,1.0000,0.06,0.00,17.13,17.06,
33.802,5,SPIN,0.398,1.0000,0.06,0.00,19.99,19.93,
33.852,5,SPIN,0.448,1.0000,0.06,0.00,22.86,22.80,
33.903,5,SPIN,0.498,1.0000,0.07,0.00,25.74,25.68,
33.952,5,SPIN,0.548,1.0000,0.10,0.00,28.58,28.49,
34.002,5,SPIN,0.598,1.0000,0.10,0.00,31.45,31.35,
34.052,5,SPIN,0.648,1.0000,0.10,0.00,34.31,34.22,
34.102,5,SPIN,0.698,1.0000,0.10,0.00,37.18,37.09,
34.153,5,SPIN,0.749,1.0000,0.14,0.00,40.12,39.97,
34.202,5,SPIN,0.798,1.0000,0.19,0.00,42.91,42.72,
34.252,5,SPIN,0.848,1.0000,0.19,0.00,45.78,45.59,
34.304,5,SPIN,0.899,1.0000,0.20,0.00,48.73,48.53,
34.352,5,SPIN,0.948,1.0000,0.52,0.00,51.51,50.99,
34.402,5,SPIN,0.998,1.0000,0.60,0.00,54.37,53.77,
34.452,5,SPIN,1.048,1.0000,0.79,0.00,57.25,56.46,
34.503,5,SPIN,1.098,1.0000,1.48,0.00,60.14,58.65,
34.552,5,SPIN,1.148,1.0000,1.48,0.00,62.97,61.49,
34.602,5,SPIN,1.198,1.0000,1.48,0.00,65.84,64.36,
34.653,5,SPIN,1.249,1.0000,4.67,0.00,68.76,64.09,
34.702,5,SPIN,1.298,1.0000,6.86,0.00,71.56,64.70,
34.753,5,SPIN,1.349,1.0000,9.44,0.00,74.48,65.04,
34.802,5,SPIN,1.398,1.0000,13.03,0.00,77.29,64.26,
34.852,5,SPIN,1.448,1.0000,13.45,0.00,80.16,66.70,
34.902,5,SPIN,1.498,1.0000,13.45,0.00,83.02,69.57,
34.952,5,SPIN,1.548,1.0000,13.45,0.00,85.88,72.43,
35.002,5,SPIN,1.598,1.0000,90.93,0.00,88.76,-2.17,
35.054,5,SPIN,1.649,1.0000,94.38,0.00,91.69,-2.68,
35.102,5,SPIN,1.698,1.0000,98.59,0.00,94.48,-4.11,
35.152,5,SPIN,1.748,1.0000,101.50,0.00,97.34,-4.16,
35.202,5,SPIN,1.798,1.0000,102.80,0.00,100.21,-2.59,
35.252,5,SPIN,1.848,1.0000,102.80,0.00,103.07,0.28,
35.302,5,SPIN,1.898,1.0000,102.80,0.00,105.94,3.14,
35.352,5,SPIN,1.948,1.0000,-48.29,0.00,108.80,157.09,
35.403,5,SPIN,1.998,1.0000,-43.91,0.00,111.68,155.59,
35.452,5,SPIN,2.048,1.0000,-41.91,0.00,114.54,156.45,
35.504,5,SPIN,2.099,1.0000,-39.53,0.00,117.47,157.00,
35.552,5,SPIN,2.148,1.0000,-39.53,0.00,120.26,159.79,
35.602,5,SPIN,2.198,1.0000,-39.53,0.00,123.13,162.67,
35.652,5,SPIN,2.248,1.0000,-39.53,0.00,126.00,165.53,
35.702,5,SPIN,2.297,1.0000,-31.36,0.00,128.85,160.20,
35.752,5,SPIN,2.348,1.0000,-28.82,0.00,131.72,160.54,
35.803,5,SPIN,2.399,1.0000,-27.01,0.00,134.64,161.65,
35.852,5,SPIN,2.448,1.0000,-26.53,0.00,137.45,163.98,
35.902,5,SPIN,2.497,1.0000,-26.41,0.00,140.30,166.71,
35.955,5,SPIN,2.551,0.0000,-26.41,0.00,143.19,169.60,FIN_SPIN_rep5
35.957,5,COAST,0.001,0.0000,-26.41,0.00,143.19,169.60,
36.002,5,COAST,0.047,0.0000,-26.41,0.00,143.19,169.60,
36.055,5,COAST,0.099,0.0000,-22.84,0.00,143.19,166.03,
36.102,5,COAST,0.147,0.0000,-22.84,0.00,143.19,166.04,
36.152,5,COAST,0.197,0.0000,-22.85,0.00,143.19,166.05,
36.204,5,COAST,0.248,0.0000,-22.86,0.00,143.19,166.05,
36.252,5,COAST,0.297,0.0000,-22.86,0.00,143.19,166.06,
36.302,5,COAST,0.347,0.0000,-22.86,0.00,143.19,166.06,
36.353,5,COAST,0.397,0.0000,-22.86,0.00,143.19,166.06,
36.403,5,COAST,0.447,0.0000,-22.85,0.00,143.19,166.05,
36.452,5,COAST,0.497,0.0000,-22.87,0.00,143.19,166.06,
36.502,5,COAST,0.547,0.0000,-22.86,0.00,143.19,166.05,
36.552,5,COAST,0.597,0.0000,-22.86,0.00,143.19,166.05,
36.603,5,COAST,0.647,0.0000,-22.88,0.00,143.19,166.07,
36.652,5,COAST,0.697,0.0000,-22.86,0.00,143.19,166.05,
36.702,5,COAST,0.746,0.0000,-22.85,0.00,143.19,166.04,
36.752,5,COAST,0.797,0.0000,-22.85,0.00,143.19,166.04,
36.804,5,COAST,0.848,0.0000,-22.84,0.00,143.19,166.03,
36.852,5,COAST,0.897,0.0000,-22.85,0.00,143.19,166.05,
36.902,5,COAST,0.947,0.0000,-22.85,0.00,143.19,166.05,
36.952,5,COAST,0.997,0.0000,-22.85,0.00,143.19,166.05,
37.003,5,COAST,1.047,0.0000,-22.85,0.00,143.19,166.05,
37.052,5,COAST,1.096,0.0000,-22.84,0.00,143.19,166.04,
37.102,5,COAST,1.146,0.0000,-22.83,0.00,143.19,166.02,
37.152,5,COAST,1.197,0.0000,-22.86,0.00,143.19,166.05,
37.202,5,COAST,1.247,0.0000,-22.84,0.00,143.19,166.03,
37.252,5,COAST,1.296,0.0000,-22.84,0.00,143.19,166.03,
37.302,5,COAST,1.346,0.0000,-22.84,0.00,143.19,166.03,
37.353,5,COAST,1.398,0.0000,-22.85,0.00,143.19,166.04,
37.402,5,COAST,1.446,0.0000,-22.85,0.00,143.19,166.05,
37.452,5,COAST,1.497,0.0000,-22.86,0.00,143.19,166.05,
37.503,5,COAST,1.547,0.0000,-22.86,0.00,143.19,166.06,
37.552,5,COAST,1.597,0.0000,-22.85,0.00,143.19,166.04,
37.602,5,COAST,1.647,0.0000,-22.85,0.00,143.19,166.04,
37.652,5,COAST,1.697,0.0000,-22.85,0.00,143.19,166.04,
37.702,5,COAST,1.747,0.0000,-22.87,0.00,143.19,166.06,
37.752,5,COAST,1.796,0.0000,-22.88,0.00,143.19,166.07,
37.803,5,COAST,1.847,0.0000,-22.88,0.00,143.19,166.07,
37.852,5,COAST,1.897,0.0000,-22.89,0.00,143.19,166.09,
37.902,5,COAST,1.947,0.0000,-22.86,0.00,143.19,166.06,
37.952,5,COAST,1.997,0.0000,-22.86,0.00,143.19,166.06,
38.005,5,COAST,2.049,0.0000,-22.86,0.00,143.19,166.06,FIN_COAST_rep5
38.008,6,PAUSE,0.001,0.0000,-22.86,0.00,143.19,166.06,
38.052,6,PAUSE,0.045,0.0000,-22.88,0.00,143.19,166.07,
38.102,6,PAUSE,0.095,0.0000,-22.88,0.00,143.19,166.07,
38.152,6,PAUSE,0.145,0.0000,-22.88,0.00,143.19,166.08,
38.202,6,PAUSE,0.195,0.0000,-22.88,0.00,143.19,166.07,
38.252,6,PAUSE,0.245,0.0000,-22.87,0.00,143.19,166.06,
38.302,6,PAUSE,0.295,0.0000,-22.87,0.00,143.19,166.06,
38.352,6,PAUSE,0.345,0.0000,-22.87,0.00,143.19,166.06,
38.403,6,PAUSE,0.395,0.0000,-22.90,0.00,143.19,166.10,
38.452,6,PAUSE,0.445,0.0000,-22.88,0.00,143.19,166.07,
38.504,6,PAUSE,0.497,0.0000,-22.88,0.00,143.19,166.07,
38.552,6,PAUSE,0.545,0.0000,-22.87,0.00,143.19,166.07,
38.602,6,PAUSE,0.595,0.0000,-22.87,0.00,143.19,166.06,
38.652,6,PAUSE,0.645,0.0000,-22.87,0.00,143.19,166.06,
38.702,6,PAUSE,0.695,0.0000,-22.87,0.00,143.19,166.06,
38.753,6,PAUSE,0.746,0.0000,-22.90,0.00,143.19,166.09,
38.803,6,PAUSE,0.795,0.0000,-22.88,0.00,143.19,166.07,
38.852,6,PAUSE,0.845,0.0000,-22.87,0.00,143.19,166.06,
38.902,6,PAUSE,0.895,0.0000,-22.88,0.00,143.19,166.08,
38.952,6,PAUSE,0.945,0.0000,-22.90,0.00,143.19,166.09,
39.002,6,PAUSE,0.995,0.0000,-22.90,0.00,143.19,166.09,
39.052,6,PAUSE,1.045,0.0000,-22.90,0.00,143.19,166.09,
39.102,6,PAUSE,1.095,0.0000,-22.89,0.00,143.19,166.08,
39.152,6,PAUSE,1.145,0.0000,-22.88,0.00,143.19,166.08,
39.202,6,PAUSE,1.195,0.0000,-22.87,0.00,143.19,166.06,
39.252,6,PAUSE,1.245,0.0000,-22.88,0.00,143.19,166.08,
39.302,6,PAUSE,1.295,0.0000,-22.87,0.00,143.19,166.06,
39.353,6,PAUSE,1.345,0.0000,-22.87,0.00,143.19,166.06,
39.403,6,PAUSE,1.395,0.0000,-22.87,0.00,143.19,166.06,
39.453,6,PAUSE,1.445,0.0000,-22.87,0.00,143.19,166.07,
39.502,6,PAUSE,1.495,0.0000,-22.88,0.00,143.19,166.08,
39.552,6,PAUSE,1.545,0.0000,-22.89,0.00,143.19,166.09,
39.602,6,PAUSE,1.595,0.0000,-22.88,0.00,143.19,166.08,
39.653,6,PAUSE,1.645,0.0000,-22.88,0.00,143.19,166.07,
39.703,6,PAUSE,1.695,0.0000,-22.88,0.00,143.19,166.07,
39.752,6,PAUSE,1.745,0.0000,-22.88,0.00,143.19,166.07,
39.804,6,PAUSE,1.796,0.0000,-22.88,0.00,143.19,166.07,
39.852,6,PAUSE,1.845,0.0000,-22.87,0.00,143.19,166.07,
39.902,6,PAUSE,1.895,0.0000,-22.87,0.00,143.19,166.07,
39.952,6,PAUSE,1.945,0.0000,-22.87,0.00,143.19,166.06,
40.002,6,PAUSE,1.995,0.0000,-22.86,0.00,143.19,166.05,
40.055,6,SPIN,0.001,0.0000,0.00,0.00,0.00,0.00,
40.103,6,SPIN,0.048,1.0000,0.00,0.00,0.00,0.00,
40.153,6,SPIN,0.098,1.0000,0.02,0.00,2.85,2.83,
40.202,6,SPIN,0.148,1.0000,0.00,0.00,5.70,5.70,
40.252,6,SPIN,0.198,1.0000,0.06,0.00,8.58,8.52,
40.302,6,SPIN,0.248,1.0000,0.03,0.00,11.43,11.40,
40.352,6,SPIN,0.298,1.0000,0.05,0.00,14.30,14.25,
40.402,6,SPIN,0.348,1.0000,0.04,0.00,17.17,17.13,
40.452,6,SPIN,0.398,1.0000,0.04,0.00,20.03,19.99,
40.503,6,SPIN,0.448,1.0000,0.04,0.00,22.92,22.88,
40.554,6,SPIN,0.500,1.0000,0.06,0.00,25.87,25.81,
40.602,6,SPIN,0.548,1.0000,0.04,0.00,28.63,28.59,
40.652,6,SPIN,0.598,1.0000,0.06,0.00,31.49,31.43,
40.703,6,SPIN,0.648,1.0000,0.08,0.00,34.36,34.28,
40.753,6,SPIN,0.698,1.0000,0.07,0.00,37.24,37.17,
40.803,6,SPIN,0.748,1.0000,0.07,0.00,40.10,40.02,
40.853,6,SPIN,0.799,1.0000,0.07,0.00,43.01,42.94,
40.902,6,SPIN,0.848,1.0000,0.18,0.00,45.82,45.65,
40.953,6,SPIN,0.899,1.0000,0.21,0.00,48.69,48.48,
41.002,6,SPIN,0.948,1.0000,0.22,0.00,51.54,51.32,
41.054,6,SPIN,1.000,1.0000,0.26,0.00,54.48,54.22,
41.103,6,SPIN,1.048,1.0000,0.28,0.00,57.28,57.01,
41.152,6,SPIN,1.098,1.0000,0.28,0.00,60.14,59.87,
41.203,6,SPIN,1.148,1.0000,0.28,0.00,63.01,62.74,
41.252,6,SPIN,1.198,1.0000,0.26,0.00,65.85,65.58,
41.302,6,SPIN,1.248,1.0000,0.44,0.00,68.73,68.29,
41.354,6,SPIN,1.300,1.0000,0.63,0.00,71.70,71.07,
41.402,6,SPIN,1.348,1.0000,0.68,0.00,74.46,73.78,
41.452,6,SPIN,1.398,1.0000,0.69,0.00,77.33,76.65,
41.502,6,SPIN,1.448,1.0000,0.69,0.00,80.19,79.51,
41.554,6,SPIN,1.500,1.0000,0.71,0.00,83.14,82.42,
41.603,6,SPIN,1.549,1.0000,0.72,0.00,85.95,85.23,
41.652,6,SPIN,1.598,1.0000,0.72,0.00,88.78,88.06,
41.702,6,SPIN,1.648,1.0000,0.77,0.00,91.65,90.89,
41.752,6,SPIN,1.698,1.0000,0.84,0.00,94.51,93.68,
41.802,6,SPIN,1.748,1.0000,0.84,0.00,97.38,96.54,
41.852,6,SPIN,1.798,1.0000,0.84,0.00,100.24,99.40,
41.903,6,SPIN,1.849,1.0000,0.95,0.00,103.17,102.22,
41.952,6,SPIN,1.898,1.0000,1.39,0.00,105.97,104.58,
42.003,6,SPIN,1.949,1.0000,1.46,0.00,108.90,107.44,
42.052,6,SPIN,1.998,1.0000,1.49,0.00,111.70,110.21,
42.102,6,SPIN,2.048,1.0000,1.56,0.00,114.57,113.01,
42.152,6,SPIN,2.098,1.0000,1.56,0.00,117.44,115.87,
42.202,6,SPIN,2.148,1.0000,1.56,0.00,120.30,118.73,
42.252,6,SPIN,2.198,1.0000,1.56,0.00,123.15,121.59,
42.302,6,SPIN,2.248,1.0000,1.86,0.00,126.01,124.15,
42.352,6,SPIN,2.298,1.0000,2.10,0.00,128.90,126.80,
42.402,6,SPIN,2.348,1.0000,2.43,0.00,131.74,129.32,
42.453,6,SPIN,2.398,1.0000,2.91,0.00,134.63,131.73,
42.503,6,SPIN,2.449,1.0000,2.91,0.00,137.51,134.59,
42.553,6,SPIN,2.498,1.0000,3.22,0.00,140.37,137.15,
42.605,6,SPIN,2.550,0.0000,3.02,0.00,143.21,140.19,FIN_SPIN_rep6
42.606,6,COAST,0.001,0.0000,3.02,0.00,143.21,140.19,
42.652,6,COAST,0.047,0.0000,3.08,0.00,143.21,140.13,
42.702,6,COAST,0.097,0.0000,2.95,0.00,143.21,140.26,
42.752,6,COAST,0.147,0.0000,2.90,0.00,143.21,140.32,
42.802,6,COAST,0.197,0.0000,3.00,0.00,143.21,140.21,
42.852,6,COAST,0.247,0.0000,3.01,0.00,143.21,140.21,
42.902,6,COAST,0.297,0.0000,3.00,0.00,143.21,140.21,
42.952,6,COAST,0.348,0.0000,2.97,0.00,143.21,140.25,
43.002,6,COAST,0.397,0.0000,2.94,0.00,143.21,140.27,
43.052,6,COAST,0.447,0.0000,2.97,0.00,143.21,140.24,
43.102,6,COAST,0.497,0.0000,2.98,0.00,143.21,140.24,
43.152,6,COAST,0.546,0.0000,2.97,0.00,143.21,140.25,
43.202,6,COAST,0.596,0.0000,3.02,0.00,143.21,140.19,
43.252,6,COAST,0.647,0.0000,3.00,0.00,143.21,140.21,
43.302,6,COAST,0.697,0.0000,3.01,0.00,143.21,140.20,
43.352,6,COAST,0.747,0.0000,2.93,0.00,143.21,140.29,
43.402,6,COAST,0.797,0.0000,3.01,0.00,143.21,140.21,
43.452,6,COAST,0.847,0.0000,3.02,0.00,143.21,140.20,
43.502,6,COAST,0.896,0.0000,2.93,0.00,143.21,140.29,
43.552,6,COAST,0.947,0.0000,2.89,0.00,143.21,140.32,
43.602,6,COAST,0.997,0.0000,2.95,0.00,143.21,140.27,
43.652,6,COAST,1.047,0.0000,2.91,0.00,143.21,140.30,
43.702,6,COAST,1.097,0.0000,2.89,0.00,143.21,140.33,
43.752,6,COAST,1.147,0.0000,2.84,0.00,143.21,140.37,
43.802,6,COAST,1.197,0.0000,2.90,0.00,143.21,140.32,
43.852,6,COAST,1.247,0.0000,2.84,0.00,143.21,140.37,
43.902,6,COAST,1.297,0.0000,2.90,0.00,143.21,140.31,
43.953,6,COAST,1.348,0.0000,2.96,0.00,143.21,140.26,
44.002,6,COAST,1.397,0.0000,2.99,0.00,143.21,140.22,
44.052,6,COAST,1.447,0.0000,2.87,0.00,143.21,140.35,
44.102,6,COAST,1.497,0.0000,2.96,0.00,143.21,140.26,
44.152,6,COAST,1.547,0.0000,2.99,0.00,143.21,140.22,
44.204,6,COAST,1.599,0.0000,3.00,0.00,143.21,140.21,
44.253,6,COAST,1.648,0.0000,2.99,0.00,143.21,140.22,
44.302,6,COAST,1.697,0.0000,2.90,0.00,143.21,140.31,
44.352,6,COAST,1.747,0.0000,2.89,0.00,143.21,140.33,
44.404,6,COAST,1.799,0.0000,3.02,0.00,143.21,140.20,
44.452,6,COAST,1.847,0.0000,2.99,0.00,143.21,140.23,
44.503,6,COAST,1.898,0.0000,2.99,0.00,143.21,140.22,
44.553,6,COAST,1.948,0.0000,2.99,0.00,143.21,140.22,
44.602,6,COAST,1.997,0.0000,2.90,0.00,143.21,140.32,
44.655,6,COAST,2.049,0.0000,2.92,0.00,143.21,140.29,FIN_COAST_rep6
44.658,7,PAUSE,0.001,0.0000,2.92,0.00,143.21,140.29,
44.702,7,PAUSE,0.045,0.0000,2.94,0.00,143.21,140.27,
44.753,7,PAUSE,0.095,0.0000,2.97,0.00,143.21,140.25,
44.802,7,PAUSE,0.145,0.0000,2.88,0.00,143.21,140.34,
44.854,7,PAUSE,0.197,0.0000,2.88,0.00,143.21,140.34,
44.902,7,PAUSE,0.245,0.0000,2.88,0.00,143.21,140.34,
44.953,7,PAUSE,0.296,0.0000,2.86,0.00,143.21,140.36,
45.003,7,PAUSE,0.345,0.0000,2.92,0.00,143.21,140.30,
45.052,7,PAUSE,0.395,0.0000,2.92,0.00,143.21,140.30,
45.102,7,PAUSE,0.445,0.0000,2.93,0.00,143.21,140.29,
45.152,7,PAUSE,0.495,0.0000,2.92,0.00,143.21,140.30,
45.202,7,PAUSE,0.545,0.0000,2.92,0.00,143.21,140.30,
45.252,7,PAUSE,0.595,0.0000,2.92,0.00,143.21,140.30,
45.302,7,PAUSE,0.645,0.0000,2.92,0.00,143.21,140.30,
45.352,7,PAUSE,0.695,0.0000,2.92,0.00,143.21,140.30,
45.402,7,PAUSE,0.745,0.0000,2.92,0.00,143.21,140.30,
45.453,7,PAUSE,0.796,0.0000,2.92,0.00,143.21,140.30,
45.502,7,PAUSE,0.845,0.0000,2.92,0.00,143.21,140.30,
45.552,7,PAUSE,0.895,0.0000,2.92,0.00,143.21,140.30,
45.602,7,PAUSE,0.945,0.0000,2.92,0.00,143.21,140.30,
45.652,7,PAUSE,0.995,0.0000,2.92,0.00,143.21,140.30,
45.702,7,PAUSE,1.045,0.0000,2.92,0.00,143.21,140.30,
45.752,7,PAUSE,1.095,0.0000,2.92,0.00,143.21,140.30,
45.802,7,PAUSE,1.145,0.0000,2.92,0.00,143.21,140.30,
45.852,7,PAUSE,1.195,0.0000,2.92,0.00,143.21,140.30,
45.902,7,PAUSE,1.245,0.0000,2.92,0.00,143.21,140.30,
45.952,7,PAUSE,1.295,0.0000,2.92,0.00,143.21,140.30,
46.002,7,PAUSE,1.345,0.0000,2.92,0.00,143.21,140.30,
46.053,7,PAUSE,1.396,0.0000,2.92,0.00,143.21,140.30,
46.103,7,PAUSE,1.445,0.0000,2.97,0.00,143.21,140.25,
46.153,7,PAUSE,1.495,0.0000,2.97,0.00,143.21,140.25,
46.203,7,PAUSE,1.545,0.0000,2.97,0.00,143.21,140.25,
46.252,7,PAUSE,1.595,0.0000,2.97,0.00,143.21,140.25,
46.304,7,PAUSE,1.646,0.0000,2.91,0.00,143.21,140.30,
46.353,7,PAUSE,1.695,0.0000,2.82,0.00,143.21,140.39,
46.403,7,PAUSE,1.746,0.0000,2.82,0.00,143.21,140.39,
46.454,7,PAUSE,1.797,0.0000,2.82,0.00,143.21,140.39,
46.502,7,PAUSE,1.845,0.0000,2.82,0.00,143.21,140.39,
46.554,7,PAUSE,1.896,0.0000,2.88,0.00,143.21,140.33,
46.602,7,PAUSE,1.945,0.0000,2.95,0.00,143.21,140.27,
46.652,7,PAUSE,1.995,0.0000,2.95,0.00,143.21,140.27,
46.705,7,SPIN,0.001,0.0000,0.00,0.00,0.00,0.00,
46.753,7,SPIN,0.048,1.0000,0.00,0.00,0.00,0.00,
46.803,7,SPIN,0.099,1.0000,0.04,0.00,2.90,2.87,
46.852,7,SPIN,0.148,1.0000,-0.07,0.00,5.72,5.78,
46.902,7,SPIN,0.198,1.0000,-0.10,0.00,8.58,8.68,
46.952,7,SPIN,0.248,1.0000,0.03,0.00,11.45,11.42,
47.002,7,SPIN,0.298,1.0000,0.03,0.00,14.31,14.29,
47.052,7,SPIN,0.348,1.0000,0.03,0.00,17.18,17.15,
47.103,7,SPIN,0.399,1.0000,0.27,0.00,20.09,19.82,
47.153,7,SPIN,0.448,1.0000,0.27,0.00,22.91,22.64,
47.202,7,SPIN,0.498,1.0000,0.27,0.00,25.78,25.51,
47.252,7,SPIN,0.548,1.0000,0.27,0.00,28.63,28.36,
47.302,7,SPIN,0.597,1.0000,0.27,0.00,31.48,31.21,
47.352,7,SPIN,0.647,1.0000,0.27,0.00,34.34,34.08,
47.402,7,SPIN,0.697,1.0000,0.27,0.00,37.21,36.94,
47.453,7,SPIN,0.748,1.0000,0.27,0.00,40.10,39.84,
47.502,7,SPIN,0.798,1.0000,0.27,0.00,42.96,42.69,
47.552,7,SPIN,0.848,1.0000,0.27,0.00,45.82,45.56,
47.602,7,SPIN,0.898,1.0000,0.27,0.00,48.68,48.42,
47.653,7,SPIN,0.948,1.0000,0.27,0.00,51.56,51.30,
47.702,7,SPIN,0.997,1.0000,0.27,0.00,54.40,54.13,
47.752,7,SPIN,1.048,1.0000,0.27,0.00,57.28,57.02,
47.802,7,SPIN,1.098,1.0000,0.27,0.00,60.15,59.89,
47.853,7,SPIN,1.148,1.0000,0.27,0.00,63.03,62.76,
47.902,7,SPIN,1.198,1.0000,0.27,0.00,65.88,65.61,
47.952,7,SPIN,1.248,1.0000,0.27,0.00,68.74,68.48,
48.002,7,SPIN,1.298,1.0000,0.27,0.00,71.61,71.34,
48.053,7,SPIN,1.348,1.0000,6.83,0.00,74.50,67.66,
48.102,7,SPIN,1.398,1.0000,6.83,0.00,77.33,70.50,
48.152,7,SPIN,1.448,1.0000,6.83,0.00,80.20,73.37,
48.202,7,SPIN,1.498,1.0000,6.83,0.00,83.06,76.23,
48.253,7,SPIN,1.549,1.0000,7.87,0.00,85.97,78.10,
48.302,7,SPIN,1.598,1.0000,18.21,0.00,88.79,70.59,
48.352,7,SPIN,1.648,1.0000,18.21,0.00,91.67,73.46,
48.403,7,SPIN,1.698,1.0000,18.21,0.00,94.53,76.33,
48.453,7,SPIN,1.748,1.0000,18.21,0.00,97.40,79.19,
48.503,7,SPIN,1.798,1.0000,26.21,0.00,100.27,74.06,
48.552,7,SPIN,1.848,1.0000,28.15,0.00,103.12,74.97,
48.602,7,SPIN,1.898,1.0000,28.15,0.00,105.98,77.83,
48.652,7,SPIN,1.948,1.0000,28.15,0.00,108.84,80.69,
48.702,7,SPIN,1.998,1.0000,28.15,0.00,111.72,83.56,
48.752,7,SPIN,2.048,1.0000,32.80,0.00,114.57,81.77,
48.802,7,SPIN,2.098,1.0000,32.75,0.00,117.44,84.69,
48.852,7,SPIN,2.148,1.0000,32.75,0.00,120.31,87.56,
48.902,7,SPIN,2.198,1.0000,32.75,0.00,123.17,90.42,
48.953,7,SPIN,2.249,1.0000,32.83,0.00,126.10,93.27,
49.002,7,SPIN,2.298,1.0000,32.82,0.00,128.91,96.09,
49.052,7,SPIN,2.348,1.0000,32.82,0.00,131.77,98.95,
49.102,7,SPIN,2.398,1.0000,32.82,0.00,134.63,101.81,
49.153,7,SPIN,2.448,1.0000,32.82,0.00,137.50,104.68,
49.204,7,SPIN,2.500,1.0000,33.49,0.00,140.46,106.97,
49.255,7,SPIN,2.550,0.0000,34.01,0.00,143.23,109.21,FIN_SPIN_rep7
49.256,7,COAST,0.001,0.0000,34.01,0.00,143.23,109.21,
49.302,7,COAST,0.047,0.0000,34.16,0.00,143.23,109.06,
49.352,7,COAST,0.097,0.0000,34.16,0.00,143.23,109.06,
49.403,7,COAST,0.148,0.0000,34.16,0.00,143.23,109.06,
49.453,7,COAST,0.198,0.0000,34.36,0.00,143.23,108.87,
49.502,7,COAST,0.247,0.0000,34.33,0.00,143.23,108.90,
49.554,7,COAST,0.299,0.0000,34.34,0.00,143.23,108.89,
49.602,7,COAST,0.347,0.0000,34.34,0.00,143.23,108.89,
49.652,7,COAST,0.397,0.0000,34.33,0.00,143.23,108.89,
49.703,7,COAST,0.448,0.0000,34.33,0.00,143.23,108.89,
49.752,7,COAST,0.497,0.0000,34.33,0.00,143.23,108.89,
49.803,7,COAST,0.548,0.0000,34.33,0.00,143.23,108.90,
49.852,7,COAST,0.597,0.0000,34.34,0.00,143.23,108.89,
49.902,7,COAST,0.647,0.0000,34.32,0.00,143.23,108.90,
49.952,7,COAST,0.697,0.0000,34.32,0.00,143.23,108.90,
50.002,7,COAST,0.747,0.0000,34.34,0.00,143.23,108.89,
50.052,7,COAST,0.797,0.0000,34.34,0.00,143.23,108.89,
50.104,7,COAST,0.849,0.0000,34.34,0.00,143.23,108.89,
50.152,7,COAST,0.897,0.0000,34.30,0.00,143.23,108.93,
50.202,7,COAST,0.947,0.0000,34.33,0.00,143.23,108.89,
50.252,7,COAST,0.997,0.0000,34.33,0.00,143.23,108.89,
50.302,7,COAST,1.047,0.0000,34.32,0.00,143.23,108.90,
50.352,7,COAST,1.097,0.0000,34.32,0.00,143.23,108.90,
50.404,7,COAST,1.149,0.0000,34.33,0.00,143.23,108.89,
50.452,7,COAST,1.197,0.0000,34.32,0.00,143.23,108.91,
