t_s,rep,state,elapsed_s,cmd_wz,opt_dyaw_deg,imu_yaw_deg,kf_dyaw_deg,kf_err_deg,event
50.504,7,COAST,1.249,0.0000,34.32,0.00,143.23,108.91,
50.552,7,COAST,1.297,0.0000,34.32,0.00,143.23,108.90,
50.602,7,COAST,1.347,0.0000,34.33,0.00,143.23,108.89,
50.652,7,COAST,1.397,0.0000,34.33,0.00,143.23,108.89,
50.702,7,COAST,1.447,0.0000,34.33,0.00,143.23,108.89,
50.754,7,COAST,1.499,0.0000,34.32,0.00,143.23,108.90,
50.803,7,COAST,1.549,0.0000,34.33,0.00,143.23,108.90,
50.852,7,COAST,1.597,0.0000,34.32,0.00,143.23,108.90,
50.902,7,COAST,1.647,0.0000,34.33,0.00,143.23,108.89,
50.952,7,COAST,1.697,0.0000,34.34,0.00,143.23,108.89,
51.002,7,COAST,1.747,0.0000,34.34,0.00,143.23,108.89,
51.052,7,COAST,1.797,0.0000,34.34,0.00,143.23,108.89,
51.103,7,COAST,1.848,0.0000,34.33,0.00,143.23,108.89,
51.152,7,COAST,1.897,0.0000,34.31,0.00,143.23,108.92,
51.202,7,COAST,1.947,0.0000,34.32,0.00,143.23,108.91,
51.252,7,COAST,1.997,0.0000,34.34,0.00,143.23,108.88,
51.304,7,COAST,2.049,0.0000,34.34,0.00,143.23,108.89,FIN_COAST_rep7
51.306,8,PAUSE,0.001,0.0000,34.34,0.00,143.23,108.89,
51.352,8,PAUSE,0.047,0.0000,34.34,0.00,143.23,108.89,
51.402,8,PAUSE,0.096,0.0000,34.34,0.00,143.23,108.89,
51.452,8,PAUSE,0.146,0.0000,34.34,0.00,143.23,108.89,
51.502,8,PAUSE,0.196,0.0000,34.34,0.00,143.23,108.88,
51.552,8,PAUSE,0.246,0.0000,34.35,0.00,143.23,108.88,
51.602,8,PAUSE,0.296,0.0000,34.35,0.00,143.23,108.88,
51.652,8,PAUSE,0.346,0.0000,34.35,0.00,143.23,108.88,
51.702,8,PAUSE,0.396,0.0000,34.35,0.00,143.23,108.88,
51.752,8,PAUSE,0.446,0.0000,34.35,0.00,143.23,108.88,
51.802,8,PAUSE,0.496,0.0000,34.34,0.00,143.23,108.89,
51.852,8,PAUSE,0.547,0.0000,34.33,0.00,143.23,108.89,
51.902,8,PAUSE,0.596,0.0000,34.35,0.00,143.23,108.87,
51.952,8,PAUSE,0.646,0.0000,34.35,0.00,143.23,108.88,
52.002,8,PAUSE,0.696,0.0000,34.35,0.00,143.23,108.87,
52.052,8,PAUSE,0.746,0.0000,34.35,0.00,143.23,108.87,
52.102,8,PAUSE,0.796,0.0000,34.35,0.00,143.23,108.87,
52.153,8,PAUSE,0.848,0.0000,34.35,0.00,143.23,108.88,
52.202,8,PAUSE,0.897,0.0000,34.34,0.00,143.23,108.88,
52.252,8,PAUSE,0.946,0.0000,34.36,0.00,143.23,108.86,
52.304,8,PAUSE,0.999,0.0000,34.35,0.00,143.23,108.88,
52.352,8,PAUSE,1.047,0.0000,34.36,0.00,143.23,108.87,
52.402,8,PAUSE,1.097,0.0000,34.36,0.00,143.23,108.87,
52.454,8,PAUSE,1.148,0.0000,34.34,0.00,143.23,108.88,
52.502,8,PAUSE,1.197,0.0000,34.35,0.00,143.23,108.87,
52.552,8,PAUSE,1.247,0.0000,34.35,0.00,143.23,108.87,
52.603,8,PAUSE,1.298,0.0000,34.33,0.00,143.23,108.89,
52.653,8,PAUSE,1.347,0.0000,34.34,0.00,143.23,108.89,
52.703,8,PAUSE,1.397,0.0000,34.34,0.00,143.23,108.89,
52.752,8,PAUSE,1.447,0.0000,34.34,0.00,143.23,108.89,
52.803,8,PAUSE,1.498,0.0000,34.35,0.00,143.23,108.87,
52.853,8,PAUSE,1.548,0.0000,34.34,0.00,143.23,108.89,
52.902,8,PAUSE,1.597,0.0000,34.36,0.00,143.23,108.86,
52.953,8,PAUSE,1.647,0.0000,34.36,0.00,143.23,108.87,
53.002,8,PAUSE,1.697,0.0000,34.37,0.00,143.23,108.86,
53.053,8,PAUSE,1.747,0.0000,34.37,0.00,143.23,108.86,
53.102,8,PAUSE,1.797,0.0000,34.37,0.00,143.23,108.86,
53.153,8,PAUSE,1.847,0.0000,34.35,0.00,143.23,108.87,
53.202,8,PAUSE,1.897,0.0000,34.36,0.00,143.23,108.87,
53.253,8,PAUSE,1.948,0.0000,34.33,0.00,143.23,108.89,
53.304,8,PAUSE,1.998,0.0000,34.36,0.00,143.23,108.87,
53.355,8,SPIN,0.001,0.0000,0.00,0.00,0.00,0.00,
53.402,8,SPIN,0.048,1.0000,0.00,0.00,0.00,0.00,
53.452,8,SPIN,0.098,1.0000,0.00,0.00,2.86,2.86,
53.503,8,SPIN,0.149,1.0000,-0.00,0.00,5.78,5.78,
53.552,8,SPIN,0.198,1.0000,0.09,0.00,8.58,8.49,
53.603,8,SPIN,0.249,1.0000,0.09,0.00,11.51,11.42,
53.652,8,SPIN,0.298,1.0000,0.09,0.00,14.32,14.24,
53.702,8,SPIN,0.348,1.0000,0.09,0.00,17.19,17.09,
53.752,8,SPIN,0.398,1.0000,0.09,0.00,20.05,19.96,
53.802,8,SPIN,0.448,1.0000,0.09,0.00,22.91,22.82,
53.853,8,SPIN,0.499,1.0000,0.36,0.00,25.84,25.47,
53.902,8,SPIN,0.548,1.0000,0.42,0.00,28.64,28.22,
53.952,8,SPIN,0.598,1.0000,0.44,0.00,31.50,31.06,
54.003,8,SPIN,0.648,1.0000,0.46,0.00,34.40,33.94,
54.052,8,SPIN,0.698,1.0000,0.46,0.00,37.24,36.78,
54.102,8,SPIN,0.748,1.0000,0.46,0.00,40.10,39.64,
54.153,8,SPIN,0.799,1.0000,0.52,0.00,43.01,42.48,
54.202,8,SPIN,0.848,1.0000,2.74,0.00,45.83,43.09,
54.253,8,SPIN,0.898,1.0000,4.63,0.00,48.72,44.09,
54.302,8,SPIN,0.948,1.0000,7.15,0.00,51.56,44.41,
54.352,8,SPIN,0.998,1.0000,9.24,0.00,54.43,45.19,
54.402,8,SPIN,1.048,1.0000,9.56,0.00,57.30,47.73,
54.452,8,SPIN,1.098,1.0000,9.56,0.00,60.16,50.60,
54.504,8,SPIN,1.150,1.0000,10.25,0.00,63.11,52.86,
54.553,8,SPIN,1.199,1.0000,18.23,0.00,65.94,47.71,
54.602,8,SPIN,1.248,1.0000,20.46,0.00,68.76,48.30,
54.652,8,SPIN,1.298,1.0000,22.06,0.00,71.62,49.57,
54.702,8,SPIN,1.348,1.0000,24.41,0.00,74.48,50.07,
54.752,8,SPIN,1.398,1.0000,24.41,0.00,77.35,52.94,
54.802,8,SPIN,1.448,1.0000,24.41,0.00,80.22,55.81,
54.853,8,SPIN,1.499,1.0000,27.60,0.00,83.11,55.52,
54.902,8,SPIN,1.548,1.0000,119.61,0.00,85.94,-33.66,
54.953,8,SPIN,1.599,1.0000,121.02,0.00,88.86,-32.16,
55.003,8,SPIN,1.648,1.0000,122.16,0.00,91.69,-30.47,
55.052,8,SPIN,1.698,1.0000,123.16,0.00,94.54,-28.62,
55.102,8,SPIN,1.748,1.0000,123.16,0.00,97.40,-25.75,
55.153,8,SPIN,1.798,1.0000,123.16,0.00,100.28,-22.88,
55.204,8,SPIN,1.850,1.0000,125.12,0.00,103.22,-21.90,
55.252,8,SPIN,1.898,1.0000,129.28,0.00,106.01,-23.27,
55.302,8,SPIN,1.948,1.0000,131.06,0.00,108.85,-22.21,
55.352,8,SPIN,1.998,1.0000,132.35,0.00,111.72,-20.62,
55.402,8,SPIN,2.048,1.0000,133.35,0.00,114.58,-18.77,
55.452,8,SPIN,2.098,1.0000,133.35,0.00,117.46,-15.90,
55.502,8,SPIN,2.148,1.0000,133.35,0.00,120.31,-13.04,
55.553,8,SPIN,2.198,1.0000,135.36,0.00,123.21,-12.15,
55.603,8,SPIN,2.249,1.0000,140.32,0.00,126.08,-14.24,
55.652,8,SPIN,2.298,1.0000,141.54,0.00,128.92,-12.62,
55.702,8,SPIN,2.348,1.0000,144.15,0.00,131.78,-12.37,
55.752,8,SPIN,2.398,1.0000,144.81,0.00,134.64,-10.17,
55.802,8,SPIN,2.448,1.0000,144.81,0.00,137.50,-7.31,
55.852,8,SPIN,2.498,1.0000,144.81,0.00,140.38,-4.43,
55.905,8,SPIN,2.550,0.0000,148.01,0.00,143.23,-4.77,FIN_SPIN_rep8
55.906,8,COAST,0.001,0.0000,148.01,0.00,143.23,-4.77,
55.952,8,COAST,0.047,0.0000,153.35,0.00,143.23,-10.11,
56.004,8,COAST,0.099,0.0000,155.10,0.00,143.23,-11.87,
56.052,8,COAST,0.147,0.0000,155.15,0.00,143.23,-11.91,
56.104,8,COAST,0.199,0.0000,155.03,0.00,143.23,-11.79,
56.152,8,COAST,0.247,0.0000,155.03,0.00,143.23,-11.79,
56.202,8,COAST,0.297,0.0000,155.03,0.00,143.23,-11.79,
56.253,8,COAST,0.348,0.0000,154.97,0.00,143.23,-11.74,
56.302,8,COAST,0.397,0.0000,154.92,0.00,143.23,-11.69,
56.353,8,COAST,0.448,0.0000,154.90,0.00,143.23,-11.67,
56.402,8,COAST,0.497,0.0000,154.94,0.00,143.23,-11.71,
56.452,8,COAST,0.547,0.0000,154.93,0.00,143.23,-11.69,
56.502,8,COAST,0.597,0.0000,154.93,0.00,143.23,-11.69,
56.552,8,COAST,0.647,0.0000,154.93,0.00,143.23,-11.69,
56.602,8,COAST,0.697,0.0000,154.92,0.00,143.23,-11.69,
56.652,8,COAST,0.747,0.0000,154.91,0.00,143.23,-11.67,
56.702,8,COAST,0.797,0.0000,154.93,0.00,143.23,-11.70,
56.753,8,COAST,0.848,0.0000,154.87,0.00,143.23,-11.63,
56.802,8,COAST,0.897,0.0000,154.94,0.00,143.23,-11.71,
56.852,8,COAST,0.947,0.0000,154.94,0.00,143.23,-11.71,
56.902,8,COAST,0.997,0.0000,154.94,0.00,143.23,-11.71,
56.954,8,COAST,1.049,0.0000,154.94,0.00,143.23,-11.70,
57.003,8,COAST,1.098,0.0000,154.91,0.00,143.23,-11.68,
57.052,8,COAST,1.147,0.0000,154.89,0.00,143.23,-11.66,
57.102,8,COAST,1.197,0.0000,154.94,0.00,143.23,-11.70,
57.152,8,COAST,1.247,0.0000,154.95,0.00,143.23,-11.71,
57.202,8,COAST,1.297,0.0000,154.91,0.00,143.23,-11.68,
57.252,8,COAST,1.347,0.0000,154.92,0.00,143.23,-11.68,
57.302,8,COAST,1.397,0.0000,154.92,0.00,143.23,-11.69,
57.352,8,COAST,1.447,0.0000,154.92,0.00,143.23,-11.69,
57.402,8,COAST,1.497,0.0000,154.94,0.00,143.23,-11.71,
57.452,8,COAST,1.547,0.0000,154.94,0.00,143.23,-11.71,
57.502,8,COAST,1.597,0.0000,154.94,0.00,143.23,-11.71,
57.552,8,COAST,1.647,0.0000,154.93,0.00,143.23,-11.69,
57.602,8,COAST,1.697,0.0000,154.93,0.00,143.23,-11.69,
57.652,8,COAST,1.747,0.0000,154.92,0.00,143.23,-11.69,
57.702,8,COAST,1.797,0.0000,154.90,0.00,143.23,-11.67,
57.752,8,COAST,1.847,0.0000,154.93,0.00,143.23,-11.70,
57.802,8,COAST,1.897,0.0000,154.89,0.00,143.23,-11.66,
57.852,8,COAST,1.947,0.0000,154.89,0.00,143.23,-11.66,
57.902,8,COAST,1.997,0.0000,154.90,0.00,143.23,-11.67,
57.956,8,COAST,2.051,0.0000,154.91,0.00,143.23,-11.68,FIN_COAST_rep8
57.959,9,PAUSE,0.001,0.0000,154.91,0.00,143.23,-11.68,
58.003,9,PAUSE,0.044,0.0000,154.94,0.00,143.23,-11.70,
58.053,9,PAUSE,0.094,0.0000,154.93,0.00,143.23,-11.69,
58.102,9,PAUSE,0.144,0.0000,154.93,0.00,143.23,-11.69,
58.152,9,PAUSE,0.194,0.0000,154.91,0.00,143.23,-11.68,
58.204,9,PAUSE,0.245,0.0000,154.94,0.00,143.23,-11.71,
58.252,9,PAUSE,0.294,0.0000,154.88,0.00,143.23,-11.65,
58.302,9,PAUSE,0.344,0.0000,154.94,0.00,143.23,-11.71,
58.353,9,PAUSE,0.394,0.0000,154.87,0.00,143.23,-11.64,
58.402,9,PAUSE,0.444,0.0000,154.92,0.00,143.23,-11.69,
58.453,9,PAUSE,0.494,0.0000,154.89,0.00,143.23,-11.66,
58.502,9,PAUSE,0.544,0.0000,154.95,0.00,143.23,-11.71,
58.552,9,PAUSE,0.594,0.0000,154.89,0.00,143.23,-11.66,
58.602,9,PAUSE,0.644,0.0000,154.92,0.00,143.23,-11.69,
58.652,9,PAUSE,0.694,0.0000,154.95,0.00,143.23,-11.72,
58.702,9,PAUSE,0.744,0.0000,154.91,0.00,143.23,-11.68,
58.752,9,PAUSE,0.794,0.0000,154.92,0.00,143.23,-11.69,
58.804,9,PAUSE,0.845,0.0000,154.92,0.00,143.23,-11.69,
58.852,9,PAUSE,0.894,0.0000,154.88,0.00,143.23,-11.65,
58.902,9,PAUSE,0.944,0.0000,154.92,0.00,143.23,-11.68,
58.954,9,PAUSE,0.995,0.0000,154.89,0.00,143.23,-11.66,
59.002,9,PAUSE,1.044,0.0000,154.90,0.00,143.23,-11.67,
59.052,9,PAUSE,1.094,0.0000,154.91,0.00,143.23,-11.68,
59.102,9,PAUSE,1.144,0.0000,154.93,0.00,143.23,-11.70,
59.152,9,PAUSE,1.194,0.0000,154.90,0.00,143.23,-11.66,
59.202,9,PAUSE,1.244,0.0000,154.95,0.00,143.23,-11.72,
59.253,9,PAUSE,1.294,0.0000,154.89,0.00,143.23,-11.66,
59.302,9,PAUSE,1.344,0.0000,154.91,0.00,143.23,-11.68,
59.353,9,PAUSE,1.394,0.0000,154.90,0.00,143.23,-11.67,
59.404,9,PAUSE,1.445,0.0000,154.91,0.00,143.23,-11.68,
59.452,9,PAUSE,1.494,0.0000,154.85,0.00,143.23,-11.62,
59.503,9,PAUSE,1.544,0.0000,154.93,0.00,143.23,-11.70,
59.553,9,PAUSE,1.595,0.0000,154.89,0.00,143.23,-11.66,
59.603,9,PAUSE,1.644,0.0000,154.91,0.00,143.23,-11.67,
59.654,9,PAUSE,1.695,0.0000,154.92,0.00,143.23,-11.69,
59.702,9,PAUSE,1.744,0.0000,154.91,0.00,143.23,-11.68,
59.752,9,PAUSE,1.794,0.0000,154.89,0.00,143.23,-11.65,
59.802,9,PAUSE,1.844,0.0000,154.90,0.00,143.23,-11.67,
59.852,9,PAUSE,1.894,0.0000,154.90,0.00,143.23,-11.67,
59.902,9,PAUSE,1.944,0.0000,154.90,0.00,143.23,-11.67,
59.952,9,PAUSE,1.993,0.0000,154.91,0.00,143.23,-11.68,
60.004,9,SPIN,0.001,0.0000,0.00,0.00,0.00,0.00,
60.052,9,SPIN,0.049,1.0000,0.00,0.00,0.00,0.00,
60.102,9,SPIN,0.099,1.0000,0.00,0.00,2.85,2.85,
60.152,9,SPIN,0.149,1.0000,0.00,0.00,5.72,5.72,
60.202,9,SPIN,0.199,1.0000,0.00,0.00,8.59,8.58,
60.252,9,SPIN,0.249,1.0000,0.00,0.00,11.46,11.45,
60.302,9,SPIN,0.299,1.0000,0.00,0.00,14.31,14.31,
60.352,9,SPIN,0.349,1.0000,0.00,0.00,17.18,17.18,
60.402,9,SPIN,0.399,1.0000,0.00,0.00,20.04,20.04,
60.452,9,SPIN,0.449,1.0000,0.00,0.00,22.91,22.90,
60.502,9,SPIN,0.499,1.0000,0.00,0.00,25.77,25.77,
60.552,9,SPIN,0.549,1.0000,0.00,0.00,28.64,28.64,
60.602,9,SPIN,0.599,1.0000,0.00,0.00,31.51,31.50,
60.652,9,SPIN,0.649,1.0000,0.00,0.00,34.37,34.36,
60.702,9,SPIN,0.699,1.0000,0.00,0.00,37.23,37.23,
60.752,9,SPIN,0.749,1.0000,0.00,0.00,40.10,40.10,
60.802,9,SPIN,0.799,1.0000,0.00,0.00,42.97,42.97,
60.852,9,SPIN,0.849,1.0000,0.00,0.00,45.84,45.83,
60.902,9,SPIN,0.899,1.0000,0.00,0.00,48.69,48.69,
60.952,9,SPIN,0.949,1.0000,0.00,0.00,51.56,51.55,
61.002,9,SPIN,0.999,1.0000,0.00,0.00,54.43,54.42,
61.052,9,SPIN,1.049,1.0000,10.04,0.00,57.29,47.25,
61.102,9,SPIN,1.099,1.0000,12.33,0.00,60.15,47.82,
61.152,9,SPIN,1.149,1.0000,12.33,0.00,63.03,50.69,
61.202,9,SPIN,1.199,1.0000,12.33,0.00,65.89,53.55,
61.253,9,SPIN,1.250,1.0000,18.42,0.00,68.80,50.38,
61.302,9,SPIN,1.299,1.0000,26.68,0.00,71.62,44.94,
61.352,9,SPIN,1.349,1.0000,26.68,0.00,74.48,47.80,
61.402,9,SPIN,1.399,1.0000,26.68,0.00,77.35,50.67,
61.452,9,SPIN,1.449,1.0000,26.68,0.00,80.22,53.54,
61.502,9,SPIN,1.499,1.0000,36.10,0.00,83.07,46.97,
61.552,9,SPIN,1.549,1.0000,40.39,0.00,85.95,45.56,
61.603,9,SPIN,1.601,1.0000,40.39,0.00,88.82,48.43,
61.652,9,SPIN,1.649,1.0000,40.39,0.00,91.66,51.27,
61.702,9,SPIN,1.700,1.0000,40.39,0.00,94.54,54.15,
61.752,9,SPIN,1.749,1.0000,49.30,0.00,97.39,48.10,
61.802,9,SPIN,1.799,1.0000,49.30,0.00,100.26,50.96,
61.852,9,SPIN,1.849,1.0000,58.05,0.00,103.12,45.07,
61.902,9,SPIN,1.900,1.0000,58.89,0.00,106.00,47.11,
61.952,9,SPIN,1.949,1.0000,58.89,0.00,108.85,49.97,
62.002,9,SPIN,1.999,1.0000,58.89,0.00,111.72,52.83,
62.054,9,SPIN,2.051,1.0000,60.04,0.00,114.70,54.67,
62.102,9,SPIN,2.099,1.0000,66.10,0.00,117.44,51.35,
62.152,9,SPIN,2.149,1.0000,66.10,0.00,120.31,54.21,
62.202,9,SPIN,2.199,1.0000,66.10,0.00,123.18,57.09,
62.252,9,SPIN,2.249,1.0000,66.10,0.00,126.02,59.93,
62.302,9,SPIN,2.299,1.0000,69.77,0.00,128.90,59.13,
62.352,9,SPIN,2.349,1.0000,69.77,0.00,131.78,62.01,
62.402,9,SPIN,2.399,1.0000,69.77,0.00,134.64,64.87,
62.452,9,SPIN,2.449,1.0000,69.77,0.00,137.51,67.74,
62.502,9,SPIN,2.499,1.0000,69.77,0.00,140.37,70.60,
62.554,9,SPIN,2.551,0.0000,78.17,0.00,143.23,65.06,FIN_SPIN_rep9
62.556,9,COAST,0.001,0.0000,78.17,0.00,143.23,65.06,
62.603,9,COAST,0.048,0.0000,78.17,0.00,143.23,65.06,
62.652,9,COAST,0.097,0.0000,78.17,0.00,143.23,65.06,
62.702,9,COAST,0.147,0.0000,78.17,0.00,143.23,65.06,
62.753,9,COAST,0.198,0.0000,80.29,0.00,143.23,62.94,
62.802,9,COAST,0.247,0.0000,80.25,0.00,143.23,62.98,
62.852,9,COAST,0.297,0.0000,80.25,0.00,143.23,62.98,
62.902,9,COAST,0.347,0.0000,80.25,0.00,143.23,62.98,
62.952,9,COAST,0.398,0.0000,80.25,0.00,143.23,62.98,
63.003,9,COAST,0.448,0.0000,80.26,0.00,143.23,62.97,
63.052,9,COAST,0.497,0.0000,80.32,0.00,143.23,62.91,
63.102,9,COAST,0.547,0.0000,80.32,0.00,143.23,62.91,
63.152,9,COAST,0.597,0.0000,80.32,0.00,143.23,62.91,
63.203,9,COAST,0.648,0.0000,80.27,0.00,143.23,62.96,
63.252,9,COAST,0.697,0.0000,80.25,0.00,143.23,62.98,
63.303,9,COAST,0.748,0.0000,80.25,0.00,143.23,62.98,
63.352,9,COAST,0.798,0.0000,80.25,0.00,143.23,62.98,
63.402,9,COAST,0.847,0.0000,80.25,0.00,143.23,62.98,
63.453,9,COAST,0.898,0.0000,80.28,0.00,143.23,62.95,
63.502,9,COAST,0.947,0.0000,80.30,0.00,143.23,62.93,
63.552,9,COAST,0.997,0.0000,80.30,0.00,143.23,62.93,
63.602,9,COAST,1.047,0.0000,80.30,0.00,143.23,62.93,
63.652,9,COAST,1.098,0.0000,80.30,0.00,143.23,62.93,
63.703,9,COAST,1.148,0.0000,80.27,0.00,143.23,62.96,
63.752,9,COAST,1.197,0.0000,80.27,0.00,143.23,62.96,
63.802,9,COAST,1.247,0.0000,80.27,0.00,143.23,62.96,
63.852,9,COAST,1.297,0.0000,80.27,0.00,143.23,62.96,
63.903,9,COAST,1.349,0.0000,80.26,0.00,143.23,62.97,
63.952,9,COAST,1.398,0.0000,80.28,0.00,143.23,62.95,
64.002,9,COAST,1.448,0.0000,80.28,0.00,143.23,62.95,
64.054,9,COAST,1.499,0.0000,80.28,0.00,143.23,62.95,
64.102,9,COAST,1.547,0.0000,80.28,0.00,143.23,62.95,
64.152,9,COAST,1.597,0.0000,80.30,0.00,143.23,62.93,
64.202,9,COAST,1.648,0.0000,80.26,0.00,143.23,62.97,
64.252,9,COAST,1.697,0.0000,80.26,0.00,143.23,62.97,
64.303,9,COAST,1.748,0.0000,80.26,0.00,143.23,62.97,
64.354,9,COAST,1.799,0.0000,80.28,0.00,143.23,62.95,
64.402,9,COAST,1.847,0.0000,80.30,0.00,143.23,62.93,
64.452,9,COAST,1.897,0.0000,80.25,0.00,143.23,62.98,
64.502,9,COAST,1.947,0.0000,80.29,0.00,143.23,62.94,
64.552,9,COAST,1.997,0.0000,80.29,0.00,143.23,62.94,
64.605,9,COAST,2.050,0.0000,80.29,0.00,143.23,62.94,FIN_COAST_rep9
64.608,10,PAUSE,0.001,0.0000,80.29,0.00,143.23,62.94,
64.654,10,PAUSE,0.047,0.0000,80.27,0.00,143.23,62.96,
64.702,10,PAUSE,0.095,0.0000,80.27,0.00,143.23,62.96,
64.752,10,PAUSE,0.145,0.0000,80.24,0.00,143.23,62.99,
64.804,10,PAUSE,0.196,0.0000,80.29,0.00,143.23,62.94,
64.852,10,PAUSE,0.245,0.0000,80.26,0.00,143.23,62.97,
64.902,10,PAUSE,0.295,0.0000,80.26,0.00,143.23,62.97,
64.953,10,PAUSE,0.346,0.0000,80.26,0.00,143.23,62.97,
65.002,10,PAUSE,0.395,0.0000,80.28,0.00,143.23,62.95,
65.052,10,PAUSE,0.445,0.0000,80.25,0.00,143.23,62.98,
65.103,10,PAUSE,0.496,0.0000,80.29,0.00,143.23,62.94,
65.152,10,PAUSE,0.545,0.0000,80.28,0.00,143.23,62.95,
65.202,10,PAUSE,0.595,0.0000,80.28,0.00,143.23,62.95,
65.252,10,PAUSE,0.645,0.0000,80.28,0.00,143.23,62.95,
65.304,10,PAUSE,0.697,0.0000,80.26,0.00,143.23,62.97,
65.352,10,PAUSE,0.745,0.0000,80.28,0.00,143.23,62.95,
65.402,10,PAUSE,0.795,0.0000,80.30,0.00,143.23,62.93,
65.453,10,PAUSE,0.846,0.0000,80.25,0.00,143.23,62.98,
65.502,10,PAUSE,0.895,0.0000,80.28,0.00,143.23,62.95,
65.552,10,PAUSE,0.945,0.0000,80.28,0.00,143.23,62.95,
65.603,10,PAUSE,0.995,0.0000,80.28,0.00,143.23,62.95,
65.655,10,PAUSE,1.047,0.0000,80.27,0.00,143.23,62.96,
65.702,10,PAUSE,1.095,0.0000,80.31,0.00,143.23,62.92,
65.753,10,PAUSE,1.145,0.0000,80.26,0.00,143.23,62.97,
65.805,10,PAUSE,1.198,0.0000,80.27,0.00,143.23,62.96,
65.853,10,PAUSE,1.245,0.0000,80.28,0.00,143.23,62.95,
65.902,10,PAUSE,1.295,0.0000,80.28,0.00,143.23,62.95,
65.953,10,PAUSE,1.345,0.0000,80.28,0.00,143.23,62.95,
66.002,10,PAUSE,1.395,0.0000,80.28,0.00,143.23,62.95,
66.054,10,PAUSE,1.446,0.0000,80.27,0.00,143.23,62.96,
66.102,10,PAUSE,1.495,0.0000,80.28,0.00,143.23,62.95,
66.152,10,PAUSE,1.545,0.0000,80.26,0.00,143.23,62.97,
66.202,10,PAUSE,1.595,0.0000,80.28,0.00,143.23,62.95,
66.252,10,PAUSE,1.645,0.0000,80.28,0.00,143.23,62.95,
66.302,10,PAUSE,1.695,0.0000,80.28,0.00,143.23,62.95,
66.353,10,PAUSE,1.746,0.0000,80.29,0.00,143.23,62.94,
66.402,10,PAUSE,1.795,0.0000,80.28,0.00,143.23,62.95,
66.452,10,PAUSE,1.845,0.0000,80.25,0.00,143.23,62.99,
66.503,10,PAUSE,1.896,0.0000,80.29,0.00,143.23,62.94,
66.552,10,PAUSE,1.945,0.0000,80.26,0.00,143.23,62.97,
66.602,10,PAUSE,1.995,0.0000,80.26,0.00,143.23,62.97,
66.654,10,SPIN,0.001,0.0000,0.00,0.00,0.00,0.00,
66.703,10,SPIN,0.049,1.0000,0.03,0.00,0.00,-0.03,
66.752,10,SPIN,0.099,1.0000,-0.01,0.00,2.84,2.85,
66.804,10,SPIN,0.151,1.0000,0.04,0.00,5.80,5.77,
66.852,10,SPIN,0.199,1.0000,0.10,0.00,8.58,8.48,
66.902,10,SPIN,0.249,1.0000,0.13,0.00,11.45,11.31,
66.953,10,SPIN,0.300,1.0000,0.08,0.00,14.34,14.25,
67.002,10,SPIN,0.349,1.0000,0.15,0.00,17.17,17.03,
67.052,10,SPIN,0.399,1.0000,0.11,0.00,20.04,19.93,
67.104,10,SPIN,0.451,1.0000,0.14,0.00,22.98,22.84,
67.152,10,SPIN,0.499,1.0000,0.15,0.00,25.77,25.62,
67.202,10,SPIN,0.549,1.0000,0.17,0.00,28.64,28.47,
67.252,10,SPIN,0.599,1.0000,0.17,0.00,31.49,31.32,
67.303,10,SPIN,0.649,1.0000,0.18,0.00,34.38,34.20,
67.353,10,SPIN,0.700,1.0000,0.45,0.00,37.28,36.83,
67.403,10,SPIN,0.750,1.0000,0.60,0.00,40.14,39.55,
67.454,10,SPIN,0.801,1.0000,1.46,0.00,43.05,41.59,
67.502,10,SPIN,0.849,1.0000,2.92,0.00,45.82,42.90,
67.552,10,SPIN,0.899,1.0000,3.19,0.00,48.69,45.50,
67.603,10,SPIN,0.950,1.0000,3.19,0.00,51.62,48.43,
67.652,10,SPIN,0.999,1.0000,3.19,0.00,54.42,51.23,
67.703,10,SPIN,1.050,1.0000,14.02,0.00,57.30,43.28,
67.753,10,SPIN,1.100,1.0000,17.69,0.00,60.17,42.48,
67.802,10,SPIN,1.149,1.0000,18.77,0.00,63.01,44.24,
67.852,10,SPIN,1.199,1.0000,18.79,0.00,65.87,47.09,
67.902,10,SPIN,1.249,1.0000,80.06,0.00,68.74,-11.32,
67.952,10,SPIN,1.299,1.0000,80.06,0.00,71.61,-8.45,
68.002,10,SPIN,1.349,1.0000,80.06,0.00,74.47,-5.58,
68.052,10,SPIN,1.399,1.0000,89.94,0.00,77.32,-12.61,
68.102,10,SPIN,1.449,1.0000,-174.21,0.00,80.20,254.41,
68.152,10,SPIN,1.499,1.0000,-171.56,0.00,83.06,254.62,
68.203,10,SPIN,1.550,1.0000,-166.87,0.00,85.95,252.82,
68.252,10,SPIN,1.599,1.0000,-166.14,0.00,88.79,254.93,
68.302,10,SPIN,1.649,1.0000,-166.14,0.00,91.66,257.80,
68.353,10,SPIN,1.700,1.0000,-166.14,0.00,94.59,260.73,
68.403,10,SPIN,1.750,1.0000,-151.39,0.00,97.42,248.81,
68.452,10,SPIN,1.799,1.0000,-148.51,0.00,100.26,248.77,
68.502,10,SPIN,1.849,1.0000,-145.43,0.00,103.13,248.56,
68.552,10,SPIN,1.899,1.0000,-141.92,0.00,105.98,247.90,
68.602,10,SPIN,1.949,1.0000,-141.42,0.00,108.85,250.27,
68.652,10,SPIN,1.999,1.0000,-141.42,0.00,111.72,253.14,
68.702,10,SPIN,2.049,1.0000,-141.42,0.00,114.58,256.00,
68.753,10,SPIN,2.100,1.0000,-133.67,0.00,117.51,251.18,
