t_s,leg,state,phase_elapsed_s,cmd_vx,cmd_vy,cmd_wz,raw_vx,raw_vy,raw_wz,enc_dist_m,imu_yaw_deg,imu_heading_deg,kf_x,kf_y,kf_yaw_deg,opt_x,opt_y,opt_yaw_deg,lateral_err_m,heading_err_deg,event
0.052,0,WARMUP,0.052,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,0.0000,-0.0000,-0.03,0.0000,0.00,
0.102,0,WARMUP,0.102,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0000,0.0000,-0.03,0.0000,0.00,
0.151,0,WARMUP,0.152,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0000,-0.0000,-0.00,0.0000,0.00,
0.201,0,WARMUP,0.202,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,0.0000,0.0001,0.07,0.0000,0.00,
0.252,0,WARMUP,0.252,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0001,0.0001,0.13,0.0000,0.00,
0.302,0,WARMUP,0.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0001,0.0001,0.13,0.0000,0.00,
0.352,0,WARMUP,0.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0001,0.0001,0.13,0.0000,0.00,
0.401,0,WARMUP,0.402,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0000,0.0002,0.22,0.0000,0.00,
0.451,0,WARMUP,0.452,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0004,0.0002,0.22,0.0000,0.00,
0.502,0,WARMUP,0.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0004,0.0001,0.22,0.0000,0.00,
0.553,0,WARMUP,0.553,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0004,0.0001,0.24,0.0000,0.00,
0.603,0,WARMUP,0.604,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0004,0.0001,0.25,0.0000,0.00,
0.652,0,WARMUP,0.652,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0004,0.0001,0.25,0.0000,0.00,
0.702,0,WARMUP,0.702,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0003,0.0002,0.22,0.0000,0.00,
0.751,0,WARMUP,0.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0004,0.0001,0.24,0.0000,0.00,
0.803,0,WARMUP,0.803,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0003,0.0001,0.23,0.0000,0.00,FIN_WARMUP
0.804,0,DRIVE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0003,0.0001,0.23,0.0000,0.00,
0.851,0,DRIVE,0.048,0.300,-0.070,-0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,-0.0004,0.0001,0.26,0.0000,0.00,
0.902,0,DRIVE,0.099,0.300,-0.069,-0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0152,-0.0036,0.00,-0.0003,0.0001,0.23,-0.0036,0.00,
0.952,0,DRIVE,0.149,0.300,-0.068,-0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0301,-0.0070,0.00,-0.0003,0.0001,0.23,-0.0070,0.00,
1.002,0,DRIVE,0.199,0.300,-0.067,-0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0452,-0.0104,0.00,-0.0003,0.0001,0.23,-0.0104,0.00,
1.055,0,DRIVE,0.252,0.300,-0.066,-0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0602,-0.0137,0.00,-0.0003,0.0001,0.23,-0.0137,0.00,
1.102,0,DRIVE,0.298,0.300,-0.070,0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0233,-0.0014,-0.14,0.0108,0.0028,-0.25,-0.0014,-0.14,
1.152,0,DRIVE,0.348,0.300,-0.070,0.003,0.000,0.000,0.000,0.000,0.0,0.0,0.0321,-0.0006,-0.17,0.0156,0.0041,-0.19,-0.0006,-0.17,
1.201,0,DRIVE,0.398,0.300,-0.070,0.003,0.000,0.000,0.000,0.000,0.0,0.0,0.0377,0.0009,-0.18,0.0248,0.0068,-0.37,0.0009,-0.18,
1.251,0,DRIVE,0.448,0.300,-0.071,0.007,0.000,0.000,0.000,0.000,0.0,0.0,0.0451,0.0037,-0.43,0.0323,0.0089,-0.57,0.0037,-0.43,
1.304,0,DRIVE,0.501,0.300,-0.070,0.007,0.000,0.000,0.000,0.000,0.0,0.0,0.0606,-0.0001,-0.41,0.0340,0.0094,-0.55,-0.0001,-0.41,
1.352,0,DRIVE,0.548,0.300,-0.069,0.007,0.000,0.000,0.000,0.000,0.0,0.0,0.0752,-0.0036,-0.39,0.0340,0.0094,-0.55,-0.0036,-0.39,
1.404,0,DRIVE,0.601,0.300,-0.068,0.006,0.000,0.000,0.000,0.000,0.0,0.0,0.0908,-0.0073,-0.37,0.0358,0.0098,-0.54,-0.0073,-0.37,
1.451,0,DRIVE,0.648,0.300,-0.074,0.016,0.000,0.000,0.000,0.000,0.0,0.0,0.0731,0.0125,-0.91,0.0806,0.0228,-1.39,0.0125,-0.91,
1.501,0,DRIVE,0.698,0.300,-0.076,0.021,0.000,0.000,0.000,0.000,0.0,0.0,0.1039,0.0197,-1.23,0.0946,0.0262,-1.41,0.0197,-1.23,
