t_s,leg,state,phase_elapsed_s,cmd_vx,cmd_vy,cmd_wz,raw_vx,raw_vy,raw_wz,enc_dist_m,imu_yaw_deg,imu_heading_deg,kf_x,kf_y,kf_yaw_deg,opt_x,opt_y,opt_yaw_deg,lateral_err_m,heading_err_deg,event
0.051,0,WARMUP,0.051,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.00,
0.102,0,WARMUP,0.102,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.00,
0.155,0,WARMUP,0.155,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,-0.02,-0.0000,-0.0001,-0.08,-0.0000,-0.02,
0.201,0,WARMUP,0.201,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,-0.00,-0.0000,-0.0000,-0.02,-0.0000,-0.00,
0.251,0,WARMUP,0.251,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.0,0.0,-0.0001,-0.0001,-0.03,-0.0001,-0.0000,-0.02,-0.0001,-0.03,
0.302,0,WARMUP,0.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,-0.02,0.0000,-0.0000,-0.01,-0.0000,-0.02,
0.351,0,WARMUP,0.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,-0.07,-0.0001,-0.0000,-0.06,-0.0000,-0.07,
0.402,0,WARMUP,0.402,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,-0.01,-0.0001,-0.0000,-0.06,-0.0000,-0.01,
0.451,0,WARMUP,0.451,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0001,-0.0000,-0.08,-0.0001,-0.0000,-0.10,-0.0000,-0.08,
0.501,0,WARMUP,0.501,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,-0.0001,-0.17,0.0001,-0.0001,-0.17,-0.0001,-0.17,
0.552,0,WARMUP,0.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,-0.0001,-0.17,0.0000,-0.0000,-0.10,-0.0001,-0.17,
0.601,0,WARMUP,0.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0001,-0.0001,-0.14,0.0001,-0.0001,-0.16,-0.0001,-0.14,
0.651,0,WARMUP,0.651,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,-0.0001,-0.18,0.0000,-0.0001,-0.17,-0.0001,-0.18,
0.701,0,WARMUP,0.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,-0.0000,-0.03,0.0000,-0.0001,-0.17,-0.0000,-0.03,
0.751,0,WARMUP,0.752,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,-0.0000,-0.00,0.0000,-0.0001,-0.17,-0.0000,-0.00,
0.803,0,WARMUP,0.803,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0001,-0.0001,-0.16,0.0001,-0.0001,-0.14,-0.0001,-0.16,FIN_WARMUP
0.803,0,DRIVE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0001,-0.0001,-0.16,0.0001,-0.0001,-0.14,0.0000,0.00,
0.853,0,DRIVE,0.050,0.200,-0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,-0.0001,-0.18,0.0000,-0.0001,-0.21,0.0000,-0.02,
0.902,0,DRIVE,0.099,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0097,-0.0001,-0.17,0.0001,-0.0001,-0.14,-0.0000,-0.01,
0.951,0,DRIVE,0.148,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0100,-0.0001,-0.17,0.0002,-0.0001,-0.15,-0.0000,-0.01,
1.002,0,DRIVE,0.199,0.200,-0.000,-0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0104,-0.0001,-0.15,0.0001,-0.0001,-0.20,0.0000,0.01,
