t_s,leg,state,phase_elapsed_s,cmd_vx,cmd_vy,cmd_wz,raw_vx,raw_vy,raw_wz,enc_dist_m,imu_yaw_deg,imu_heading_deg,kf_x,kf_y,kf_yaw_deg,opt_x,opt_y,opt_yaw_deg,lateral_err_m,heading_err_deg,event
0.051,0,WARMUP,0.052,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,-0.00,-0.0000,-0.0000,0.00,-0.0000,-0.00,
0.101,0,WARMUP,0.101,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,0.00,-0.0000,-0.0000,0.06,-0.0000,0.00,
0.151,0,WARMUP,0.151,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,0.01,-0.0000,-0.0000,0.01,-0.0000,0.01,
0.201,0,WARMUP,0.201,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,-0.00,-0.0000,-0.0000,0.02,-0.0000,-0.00,
0.251,0,WARMUP,0.252,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,0.01,-0.0000,-0.0000,0.00,-0.0000,0.01,
0.301,0,WARMUP,0.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,-0.00,-0.0000,0.0000,0.02,-0.0000,-0.00,
0.351,0,WARMUP,0.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,0.01,-0.0000,-0.0000,0.01,-0.0000,0.01,
0.401,0,WARMUP,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,0.01,-0.0000,-0.0000,0.01,-0.0000,0.01,
0.451,0,WARMUP,0.451,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,0.01,-0.0000,-0.0000,0.00,-0.0000,0.01,
0.501,0,WARMUP,0.501,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,-0.00,-0.0000,-0.0000,0.05,-0.0000,-0.00,
0.551,0,WARMUP,0.551,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,0.01,-0.0000,-0.0000,0.02,-0.0000,0.01,
0.602,0,WARMUP,0.602,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,0.01,0.0000,-0.0000,0.02,-0.0000,0.01,
0.652,0,WARMUP,0.652,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,0.00,-0.0000,-0.0000,-0.01,-0.0000,0.00,
0.701,0,WARMUP,0.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,0.01,-0.0000,-0.0001,0.05,-0.0000,0.01,
0.752,0,WARMUP,0.752,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,0.00,-0.0000,-0.0001,0.00,-0.0000,0.00,
0.803,0,WARMUP,0.803,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0001,0.01,-0.0000,-0.0000,0.01,-0.0001,0.01,FIN_WARMUP
0.803,0,DRIVE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0001,0.01,-0.0000,-0.0000,0.01,0.0000,0.00,
0.851,0,DRIVE,0.048,0.300,-0.120,0.000,0.000,0.000,0.000,0.000,0.0,0.0,-0.0000,-0.0000,-0.00,-0.0000,-0.0001,-0.01,0.0000,-0.01,
0.901,0,DRIVE,0.098,0.300,-0.118,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0150,-0.0060,0.00,-0.0000,-0.0001,0.03,-0.0060,-0.01,
0.951,0,DRIVE,0.148,0.300,-0.118,-0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0157,-0.0063,0.02,-0.0000,-0.0001,0.01,-0.0062,0.01,
1.001,0,DRIVE,0.198,0.300,-0.118,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0156,-0.0062,-0.00,-0.0000,-0.0000,0.02,-0.0061,-0.01,
1.053,0,DRIVE,0.250,0.300,-0.118,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0156,-0.0062,0.00,-0.0000,-0.0001,-0.01,-0.0061,-0.00,
1.101,0,DRIVE,0.298,0.300,-0.118,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0156,-0.0062,-0.00,-0.0000,-0.0000,0.02,-0.0062,-0.01,
1.151,0,DRIVE,0.348,0.300,-0.118,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0158,-0.0062,0.01,0.0000,-0.0001,-0.01,-0.0062,-0.00,
1.204,0,DRIVE,0.400,0.300,-0.118,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0160,-0.0064,-0.00,0.0000,-0.0001,0.06,-0.0063,-0.01,
1.253,0,DRIVE,0.450,0.300,-0.118,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0158,-0.0063,-0.01,0.0000,-0.0001,-0.02,-0.0062,-0.02,
1.303,0,DRIVE,0.500,0.300,-0.118,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0151,-0.0060,-0.01,-0.0000,-0.0001,0.03,-0.0060,-0.02,
1.351,0,DRIVE,0.548,0.300,-0.118,0.001,0.000,0.000,0.000,0.000,0.0,0.0,0.0157,-0.0063,-0.04,0.0002,-0.0002,-0.15,-0.0062,-0.05,
1.401,0,DRIVE,0.598,0.300,-0.118,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0161,-0.0065,-0.01,0.0006,-0.0004,0.10,-0.0065,-0.02,
1.452,0,DRIVE,0.649,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0170,-0.0068,0.13,0.0010,-0.0006,0.19,-0.0068,0.12,
1.501,0,DRIVE,0.698,0.300,-0.118,-0.001,0.000,0.000,0.000,0.000,0.0,0.0,0.0161,-0.0065,0.06,0.0009,-0.0005,0.02,-0.0064,0.05,
1.553,0,DRIVE,0.750,0.300,-0.118,-0.001,0.000,0.000,0.000,0.000,0.0,0.0,0.0165,-0.0066,0.07,0.0010,-0.0006,0.14,-0.0066,0.06,
1.601,0,DRIVE,0.798,0.300,-0.118,-0.001,0.000,0.000,0.000,0.000,0.0,0.0,0.0165,-0.0066,0.09,0.0010,-0.0006,0.12,-0.0066,0.08,
1.652,0,DRIVE,0.849,0.300,-0.118,-0.001,0.000,0.000,0.000,0.000,0.0,0.0,0.0166,-0.0066,0.09,0.0011,-0.0006,0.08,-0.0066,0.08,
1.701,0,DRIVE,0.898,0.300,-0.118,-0.001,0.000,0.000,0.000,0.000,0.0,0.0,0.0164,-0.0065,0.09,0.0010,-0.0006,0.16,-0.0065,0.08,
1.751,0,DRIVE,0.948,0.300,-0.118,-0.001,0.000,0.000,0.000,0.000,0.0,0.0,0.0164,-0.0066,0.09,0.0010,-0.0006,0.13,-0.0065,0.08,
1.804,0,DRIVE,1.001,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0168,-0.0067,0.10,0.0010,-0.0006,0.16,-0.0067,0.10,
1.852,0,DRIVE,1.049,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0163,-0.0065,0.11,0.0010,-0.0006,0.12,-0.0065,0.10,
1.901,0,DRIVE,1.098,0.300,-0.118,-0.001,0.000,0.000,0.000,0.000,0.0,0.0,0.0162,-0.0065,0.09,0.0010,-0.0006,0.17,-0.0064,0.08,
1.951,0,DRIVE,1.148,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0165,-0.0066,0.10,0.0010,-0.0006,0.16,-0.0065,0.10,
2.001,0,DRIVE,1.198,0.300,-0.118,-0.001,0.000,0.000,0.000,0.000,0.0,0.0,0.0165,-0.0066,0.09,0.0010,-0.0006,0.15,-0.0066,0.08,
2.053,0,DRIVE,1.250,0.300,-0.118,-0.001,0.000,0.000,0.000,0.000,0.0,0.0,0.0164,-0.0066,0.09,0.0010,-0.0006,0.15,-0.0065,0.08,
2.102,0,DRIVE,1.299,0.300,-0.118,-0.001,0.000,0.000,0.000,0.000,0.0,0.0,0.0164,-0.0066,0.09,0.0010,-0.0006,0.14,-0.0065,0.08,
2.151,0,DRIVE,1.349,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0164,-0.0066,0.10,0.0010,-0.0006,0.11,-0.0065,0.09,
2.202,0,DRIVE,1.399,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0166,-0.0067,0.11,0.0010,-0.0006,0.18,-0.0066,0.11,
2.252,0,DRIVE,1.449,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0166,-0.0066,0.13,0.0010,-0.0006,0.13,-0.0066,0.12,
2.303,0,DRIVE,1.500,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0165,-0.0066,0.12,0.0010,-0.0006,0.17,-0.0066,0.11,
2.351,0,DRIVE,1.548,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0167,-0.0067,0.11,0.0010,-0.0006,0.13,-0.0066,0.10,
2.402,0,DRIVE,1.599,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0168,-0.0067,0.12,0.0010,-0.0006,0.15,-0.0067,0.11,
2.452,0,DRIVE,1.649,0.300,-0.118,-0.001,0.000,0.000,0.000,0.000,0.0,0.0,0.0164,-0.0066,0.09,0.0010,-0.0006,0.11,-0.0065,0.08,
2.501,0,DRIVE,1.698,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0164,-0.0066,0.10,0.0010,-0.0006,0.12,-0.0065,0.09,
2.553,0,DRIVE,1.750,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0165,-0.0066,0.11,0.0010,-0.0006,0.16,-0.0065,0.10,
2.601,0,DRIVE,1.798,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0166,-0.0066,0.14,0.0011,-0.0006,0.17,-0.0066,0.13,
2.651,0,DRIVE,1.848,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0167,-0.0067,0.15,0.0010,-0.0006,0.17,-0.0066,0.14,
2.701,0,DRIVE,1.898,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0167,-0.0067,0.14,0.0010,-0.0006,0.20,-0.0066,0.13,
2.752,0,DRIVE,1.949,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0168,-0.0067,0.14,0.0011,-0.0006,0.19,-0.0066,0.14,
2.803,0,DRIVE,2.000,0.300,-0.118,-0.003,0.000,0.000,0.000,0.000,0.0,0.0,0.0163,-0.0065,0.16,0.0011,-0.0005,0.20,-0.0064,0.15,
2.853,0,DRIVE,2.050,0.300,-0.118,-0.003,0.000,0.000,0.000,0.000,0.0,0.0,0.0173,-0.0069,0.17,0.0011,-0.0006,0.22,-0.0068,0.17,
2.903,0,DRIVE,2.100,0.300,-0.118,-0.003,0.000,0.000,0.000,0.000,0.0,0.0,0.0166,-0.0066,0.18,0.0011,-0.0005,0.17,-0.0065,0.17,
2.951,0,DRIVE,2.148,0.300,-0.118,-0.003,0.000,0.000,0.000,0.000,0.0,0.0,0.0163,-0.0065,0.18,0.0011,-0.0005,0.20,-0.0064,0.17,
3.002,0,DRIVE,2.199,0.300,-0.118,-0.003,0.000,0.000,0.000,0.000,0.0,0.0,0.0167,-0.0066,0.17,0.0011,-0.0005,0.22,-0.0066,0.17,
3.053,0,DRIVE,2.250,0.300,-0.118,-0.002,0.000,0.000,0.000,0.000,0.0,0.0,0.0166,-0.0066,0.14,0.0011,-0.0005,0.23,-0.0065,0.13,
3.102,0,DRIVE,2.299,0.300,-0.118,-0.003,0.000,0.000,0.000,0.000,0.0,0.0,0.0169,-0.0067,0.17,0.0011,-0.0005,0.24,-0.0066,0.16,
