t_s,rep,state,elapsed_s,cmd_wz,opt_dyaw_deg,imu_yaw_deg,kf_dyaw_deg,kf_err_deg,event
18.303,2,COAST,0.248,0.0000,12.79,0.00,143.23,130.44,
18.352,2,COAST,0.297,0.0000,12.79,0.00,143.23,130.44,
18.402,2,COAST,0.347,0.0000,12.79,0.00,143.23,130.44,
18.452,2,COAST,0.397,0.0000,12.79,0.00,143.23,130.44,
18.502,2,COAST,0.447,0.0000,12.79,0.00,143.23,130.44,
18.552,2,COAST,0.498,0.0000,12.79,0.00,143.23,130.44,
18.602,2,COAST,0.548,0.0000,12.79,0.00,143.23,130.44,
18.652,2,COAST,0.597,0.0000,12.82,0.00,143.23,130.41,
18.702,2,COAST,0.647,0.0000,12.78,0.00,143.23,130.45,
18.752,2,COAST,0.697,0.0000,12.79,0.00,143.23,130.44,
18.802,2,COAST,0.747,0.0000,12.82,0.00,143.23,130.41,
18.852,2,COAST,0.797,0.0000,12.82,0.00,143.23,130.41,
18.902,2,COAST,0.847,0.0000,12.81,0.00,143.23,130.42,
18.952,2,COAST,0.897,0.0000,12.79,0.00,143.23,130.43,
19.002,2,COAST,0.947,0.0000,12.79,0.00,143.23,130.44,
19.052,2,COAST,0.997,0.0000,12.81,0.00,143.23,130.42,
19.103,2,COAST,1.048,0.0000,12.78,0.00,143.23,130.45,
19.152,2,COAST,1.097,0.0000,12.78,0.00,143.23,130.45,
19.202,2,COAST,1.147,0.0000,12.78,0.00,143.23,130.45,
19.252,2,COAST,1.197,0.0000,12.79,0.00,143.23,130.44,
19.302,2,COAST,1.247,0.0000,12.80,0.00,143.23,130.43,
19.353,2,COAST,1.298,0.0000,12.83,0.00,143.23,130.40,
19.402,2,COAST,1.347,0.0000,12.77,0.00,143.23,130.45,
19.454,2,COAST,1.399,0.0000,12.78,0.00,143.23,130.45,
19.502,2,COAST,1.447,0.0000,12.80,0.00,143.23,130.43,
19.552,2,COAST,1.497,0.0000,12.79,0.00,143.23,130.44,
19.602,2,COAST,1.547,0.0000,12.80,0.00,143.23,130.43,
19.653,2,COAST,1.598,0.0000,12.79,0.00,143.23,130.43,
19.702,2,COAST,1.647,0.0000,12.79,0.00,143.23,130.44,
19.752,2,COAST,1.697,0.0000,12.79,0.00,143.23,130.44,
19.803,2,COAST,1.748,0.0000,12.79,0.00,143.23,130.44,
19.852,2,COAST,1.797,0.0000,12.79,0.00,143.23,130.44,
19.904,2,COAST,1.849,0.0000,12.81,0.00,143.23,130.42,
19.952,2,COAST,1.897,0.0000,12.80,0.00,143.23,130.43,
20.003,2,COAST,1.948,0.0000,12.78,0.00,143.23,130.45,
20.052,2,COAST,1.997,0.0000,12.80,0.00,143.23,130.42,
20.104,2,COAST,2.050,0.0000,12.81,0.00,143.23,130.42,FIN_COAST_rep2
20.108,3,PAUSE,0.001,0.0000,12.81,0.00,143.23,130.42,
20.152,3,PAUSE,0.045,0.0000,12.81,0.00,143.23,130.42,
20.202,3,PAUSE,0.095,0.0000,12.81,0.00,143.23,130.42,
20.253,3,PAUSE,0.146,0.0000,12.81,0.00,143.23,130.42,
20.302,3,PAUSE,0.195,0.0000,12.79,0.00,143.23,130.44,
20.352,3,PAUSE,0.245,0.0000,12.82,0.00,143.23,130.41,
20.402,3,PAUSE,0.295,0.0000,12.78,0.00,143.23,130.45,
20.452,3,PAUSE,0.345,0.0000,12.79,0.00,143.23,130.44,
20.502,3,PAUSE,0.395,0.0000,12.79,0.00,143.23,130.44,
20.552,3,PAUSE,0.445,0.0000,12.79,0.00,143.23,130.44,
20.604,3,PAUSE,0.497,0.0000,12.80,0.00,143.23,130.42,
20.652,3,PAUSE,0.545,0.0000,12.81,0.00,143.23,130.42,
20.702,3,PAUSE,0.595,0.0000,12.78,0.00,143.23,130.45,
20.753,3,PAUSE,0.646,0.0000,12.82,0.00,143.23,130.41,
20.804,3,PAUSE,0.697,0.0000,12.78,0.00,143.23,130.45,
20.852,3,PAUSE,0.745,0.0000,12.78,0.00,143.23,130.45,
20.903,3,PAUSE,0.796,0.0000,12.78,0.00,143.23,130.45,
20.953,3,PAUSE,0.846,0.0000,12.80,0.00,143.23,130.43,
21.002,3,PAUSE,0.895,0.0000,12.78,0.00,143.23,130.45,
21.053,3,PAUSE,0.946,0.0000,12.83,0.00,143.23,130.40,
21.102,3,PAUSE,0.995,0.0000,12.78,0.00,143.23,130.45,
21.152,3,PAUSE,1.045,0.0000,12.78,0.00,143.23,130.45,
21.202,3,PAUSE,1.095,0.0000,12.78,0.00,143.23,130.45,
21.252,3,PAUSE,1.145,0.0000,12.78,0.00,143.23,130.45,
21.302,3,PAUSE,1.195,0.0000,12.79,0.00,143.23,130.44,
21.352,3,PAUSE,1.245,0.0000,12.81,0.00,143.23,130.42,
21.402,3,PAUSE,1.295,0.0000,12.78,0.00,143.23,130.45,
21.452,3,PAUSE,1.345,0.0000,12.81,0.00,143.23,130.42,
21.503,3,PAUSE,1.396,0.0000,12.79,0.00,143.23,130.44,
21.552,3,PAUSE,1.445,0.0000,12.79,0.00,143.23,130.44,
21.602,3,PAUSE,1.495,0.0000,12.79,0.00,143.23,130.44,
21.654,3,PAUSE,1.547,0.0000,12.80,0.00,143.23,130.43,
21.702,3,PAUSE,1.595,0.0000,12.78,0.00,143.23,130.45,
21.754,3,PAUSE,1.647,0.0000,12.81,0.00,143.23,130.42,
21.803,3,PAUSE,1.696,0.0000,12.77,0.00,143.23,130.46,
21.852,3,PAUSE,1.745,0.0000,12.78,0.00,143.23,130.44,
21.904,3,PAUSE,1.797,0.0000,12.78,0.00,143.23,130.44,
21.952,3,PAUSE,1.845,0.0000,12.78,0.00,143.23,130.44,
22.003,3,PAUSE,1.896,0.0000,12.79,0.00,143.23,130.44,
22.052,3,PAUSE,1.945,0.0000,12.81,0.00,143.23,130.42,
22.104,3,PAUSE,1.997,0.0000,12.77,0.00,143.23,130.46,
22.153,3,PAUSE,2.046,0.0000,12.81,0.00,143.23,130.42,
22.202,3,PAUSE,2.095,0.0000,12.78,0.00,143.23,130.45,
22.252,3,PAUSE,2.145,0.0000,12.78,0.00,143.23,130.45,
22.302,3,PAUSE,2.195,0.0000,12.78,0.00,143.23,130.45,
22.353,3,PAUSE,2.246,0.0000,12.78,0.00,143.23,130.45,
22.402,3,PAUSE,2.295,0.0000,12.77,0.00,143.23,130.46,
22.452,3,PAUSE,2.345,0.0000,12.79,0.00,143.23,130.44,
22.502,3,PAUSE,2.395,0.0000,12.77,0.00,143.23,130.46,
22.552,3,PAUSE,2.445,0.0000,12.79,0.00,143.23,130.44,
22.602,3,PAUSE,2.495,0.0000,12.79,0.00,143.23,130.44,
22.652,3,PAUSE,2.545,0.0000,12.79,0.00,143.23,130.44,
22.702,3,PAUSE,2.595,0.0000,12.80,0.00,143.23,130.43,
22.754,3,PAUSE,2.647,0.0000,12.82,0.00,143.23,130.41,
22.802,3,PAUSE,2.695,0.0000,12.77,0.00,143.23,130.45,
22.852,3,PAUSE,2.745,0.0000,12.81,0.00,143.23,130.42,
22.902,3,PAUSE,2.795,0.0000,12.76,0.00,143.23,130.46,
22.952,3,PAUSE,2.845,0.0000,12.76,0.00,143.23,130.46,
23.002,3,PAUSE,2.895,0.0000,12.76,0.00,143.23,130.46,
23.052,3,PAUSE,2.945,0.0000,12.79,0.00,143.23,130.44,
23.102,3,PAUSE,2.995,0.0000,12.77,0.00,143.23,130.46,
23.155,3,SPIN,0.001,0.0000,0.00,0.00,0.00,0.00,
23.203,3,SPIN,0.049,1.0000,-0.05,0.00,0.00,0.05,
23.252,3,SPIN,0.098,1.0000,-0.02,0.00,2.84,2.86,
23.302,3,SPIN,0.148,1.0000,0.05,0.00,5.71,5.66,
23.352,3,SPIN,0.198,1.0000,0.05,0.00,8.56,8.51,
23.403,3,SPIN,0.249,1.0000,0.05,0.00,11.49,11.44,
23.452,3,SPIN,0.298,1.0000,0.05,0.00,14.30,14.25,
23.504,3,SPIN,0.350,1.0000,0.05,0.00,17.28,17.23,
23.552,3,SPIN,0.398,1.0000,0.09,0.00,20.03,19.94,
23.602,3,SPIN,0.448,1.0000,0.06,0.00,22.89,22.83,
23.653,3,SPIN,0.498,1.0000,0.06,0.00,25.77,25.71,
23.702,3,SPIN,0.548,1.0000,0.06,0.00,28.63,28.57,
23.753,3,SPIN,0.599,1.0000,0.08,0.00,31.52,31.44,
23.802,3,SPIN,0.648,1.0000,0.09,0.00,34.35,34.26,
23.852,3,SPIN,0.698,1.0000,0.17,0.00,37.22,37.05,
23.902,3,SPIN,0.748,1.0000,0.18,0.00,40.08,39.90,
23.952,3,SPIN,0.798,1.0000,0.23,0.00,42.94,42.71,
24.002,3,SPIN,0.848,1.0000,0.23,0.00,45.82,45.59,
24.052,3,SPIN,0.898,1.0000,0.23,0.00,48.68,48.44,
24.104,3,SPIN,0.950,1.0000,0.22,0.00,51.64,51.42,
24.154,3,SPIN,1.000,1.0000,0.31,0.00,54.48,54.17,
24.202,3,SPIN,1.048,1.0000,0.31,0.00,57.27,56.96,
24.252,3,SPIN,1.098,1.0000,0.34,0.00,60.13,59.79,
24.303,3,SPIN,1.148,1.0000,0.29,0.00,63.01,62.72,
24.352,3,SPIN,1.198,1.0000,0.30,0.00,65.86,65.56,
24.403,3,SPIN,1.248,1.0000,0.30,0.00,68.75,68.45,
24.452,3,SPIN,1.298,1.0000,0.33,0.00,71.59,71.26,
24.503,3,SPIN,1.349,1.0000,0.33,0.00,74.51,74.18,
24.552,3,SPIN,1.398,1.0000,0.36,0.00,77.32,76.96,
24.602,3,SPIN,1.448,1.0000,0.31,0.00,80.19,79.88,
24.652,3,SPIN,1.498,1.0000,0.34,0.00,83.05,82.71,
24.702,3,SPIN,1.548,1.0000,0.34,0.00,85.92,85.58,
24.752,3,SPIN,1.598,1.0000,0.34,0.00,88.78,88.44,
24.802,3,SPIN,1.648,1.0000,0.43,0.00,91.66,91.23,
24.852,3,SPIN,1.698,1.0000,0.49,0.00,94.51,94.02,
24.903,3,SPIN,1.749,1.0000,0.47,0.00,97.39,96.92,
24.954,3,SPIN,1.800,1.0000,0.50,0.00,100.34,99.84,
25.004,3,SPIN,1.850,1.0000,0.52,0.00,103.20,102.68,
25.053,3,SPIN,1.899,1.0000,0.52,0.00,105.98,105.46,
25.102,3,SPIN,1.948,1.0000,0.52,0.00,108.84,108.32,
25.153,3,SPIN,1.999,1.0000,0.53,0.00,111.75,111.23,
25.202,3,SPIN,2.048,1.0000,0.52,0.00,114.56,114.04,
25.252,3,SPIN,2.098,1.0000,0.52,0.00,117.43,116.90,
25.302,3,SPIN,2.148,1.0000,0.53,0.00,120.30,119.76,
25.353,3,SPIN,2.199,1.0000,0.54,0.00,123.22,122.68,
25.402,3,SPIN,2.248,1.0000,0.50,0.00,126.02,125.53,
25.452,3,SPIN,2.298,1.0000,0.57,0.00,128.89,128.32,
25.503,3,SPIN,2.349,1.0000,0.53,0.00,131.79,131.26,
25.552,3,SPIN,2.398,1.0000,0.54,0.00,134.61,134.07,
25.602,3,SPIN,2.448,1.0000,0.49,0.00,137.49,137.00,
25.653,3,SPIN,2.499,1.0000,0.57,0.00,140.36,139.79,
25.706,3,SPIN,2.552,0.0000,0.52,0.00,143.30,142.78,FIN_SPIN_rep3
25.708,3,COAST,0.001,0.0000,0.52,0.00,143.30,142.78,
25.752,3,COAST,0.045,0.0000,0.58,0.00,143.30,142.72,
25.803,3,COAST,0.096,0.0000,0.49,0.00,143.30,142.81,
25.853,3,COAST,0.146,0.0000,0.52,0.00,143.30,142.78,
25.904,3,COAST,0.197,0.0000,0.50,0.00,143.30,142.80,
25.953,3,COAST,0.247,0.0000,0.52,0.00,143.30,142.78,
26.003,3,COAST,0.296,0.0000,0.50,0.00,143.30,142.80,
26.054,3,COAST,0.347,0.0000,0.52,0.00,143.30,142.78,
26.102,3,COAST,0.396,0.0000,0.51,0.00,143.30,142.79,
26.152,3,COAST,0.445,0.0000,0.51,0.00,143.30,142.79,
26.202,3,COAST,0.495,0.0000,0.50,0.00,143.30,142.80,
26.252,3,COAST,0.545,0.0000,0.51,0.00,143.30,142.79,
26.303,3,COAST,0.596,0.0000,0.49,0.00,143.30,142.81,
26.352,3,COAST,0.645,0.0000,0.52,0.00,143.30,142.78,
26.402,3,COAST,0.695,0.0000,0.47,0.00,143.30,142.82,
26.452,3,COAST,0.745,0.0000,0.53,0.00,143.30,142.77,
26.503,3,COAST,0.796,0.0000,0.50,0.00,143.30,142.80,
26.552,3,COAST,0.846,0.0000,0.52,0.00,143.30,142.78,
26.602,3,COAST,0.895,0.0000,0.48,0.00,143.30,142.82,
26.652,3,COAST,0.945,0.0000,0.51,0.00,143.30,142.79,
26.702,3,COAST,0.995,0.0000,0.47,0.00,143.30,142.83,
26.752,3,COAST,1.045,0.0000,0.50,0.00,143.30,142.80,
26.802,3,COAST,1.095,0.0000,0.50,0.00,143.30,142.80,
26.852,3,COAST,1.146,0.0000,0.51,0.00,143.30,142.79,
26.905,3,COAST,1.199,0.0000,0.47,0.00,143.30,142.83,
26.952,3,COAST,1.246,0.0000,0.49,0.00,143.30,142.81,
27.002,3,COAST,1.295,0.0000,0.49,0.00,143.30,142.81,
27.053,3,COAST,1.346,0.0000,0.49,0.00,143.30,142.81,
27.102,3,COAST,1.395,0.0000,0.48,0.00,143.30,142.81,
27.153,3,COAST,1.446,0.0000,0.48,0.00,143.30,142.81,
27.202,3,COAST,1.496,0.0000,0.48,0.00,143.30,142.81,
27.253,3,COAST,1.546,0.0000,0.48,0.00,143.30,142.82,
27.303,3,COAST,1.596,0.0000,0.48,0.00,143.30,142.81,
27.352,3,COAST,1.645,0.0000,0.48,0.00,143.30,142.81,
27.402,3,COAST,1.696,0.0000,0.48,0.00,143.30,142.81,
27.452,3,COAST,1.745,0.0000,0.52,0.00,143.30,142.78,
27.502,3,COAST,1.795,0.0000,0.52,0.00,143.30,142.78,
27.552,3,COAST,1.845,0.0000,0.52,0.00,143.30,142.78,
27.603,3,COAST,1.896,0.0000,0.48,0.00,143.30,142.82,
27.654,3,COAST,1.947,0.0000,0.48,0.00,143.30,142.82,
27.702,3,COAST,1.995,0.0000,0.48,0.00,143.30,142.82,
27.754,3,COAST,2.048,0.0000,0.48,0.00,143.30,142.82,FIN_COAST_rep3
27.758,4,PAUSE,0.001,0.0000,0.48,0.00,143.30,142.82,
27.802,4,PAUSE,0.045,0.0000,0.48,0.00,143.30,142.82,
27.852,4,PAUSE,0.095,0.0000,0.46,0.00,143.30,142.83,
27.904,4,PAUSE,0.147,0.0000,0.46,0.00,143.30,142.83,
27.952,4,PAUSE,0.195,0.0000,0.46,0.00,143.30,142.83,
28.003,4,PAUSE,0.246,0.0000,0.51,0.00,143.30,142.79,
28.052,4,PAUSE,0.295,0.0000,0.51,0.00,143.30,142.79,
28.103,4,PAUSE,0.345,0.0000,0.51,0.00,143.30,142.79,
28.152,4,PAUSE,0.395,0.0000,0.51,0.00,143.30,142.79,
28.202,4,PAUSE,0.445,0.0000,0.51,0.00,143.30,142.79,
28.253,4,PAUSE,0.496,0.0000,0.51,0.00,143.30,142.79,
28.302,4,PAUSE,0.545,0.0000,0.48,0.00,143.30,142.81,
28.352,4,PAUSE,0.595,0.0000,0.48,0.00,143.30,142.81,
28.403,4,PAUSE,0.646,0.0000,0.48,0.00,143.30,142.81,
28.452,4,PAUSE,0.695,0.0000,0.48,0.00,143.30,142.81,
28.504,4,PAUSE,0.747,0.0000,0.50,0.00,143.30,142.80,
28.552,4,PAUSE,0.795,0.0000,0.50,0.00,143.30,142.80,
28.602,4,PAUSE,0.845,0.0000,0.50,0.00,143.30,142.80,
28.652,4,PAUSE,0.895,0.0000,0.50,0.00,143.30,142.80,
28.704,4,PAUSE,0.947,0.0000,0.49,0.00,143.30,142.81,
28.752,4,PAUSE,0.995,0.0000,0.50,0.00,143.30,142.80,
28.803,4,PAUSE,1.046,0.0000,0.50,0.00,143.30,142.80,
28.853,4,PAUSE,1.096,0.0000,0.50,0.00,143.30,142.80,
28.902,4,PAUSE,1.145,0.0000,0.50,0.00,143.30,142.80,
28.954,4,PAUSE,1.197,0.0000,0.51,0.00,143.30,142.79,
29.002,4,PAUSE,1.245,0.0000,0.51,0.00,143.30,142.79,
29.052,4,PAUSE,1.295,0.0000,0.51,0.00,143.30,142.79,
29.102,4,PAUSE,1.345,0.0000,0.51,0.00,143.30,142.79,
29.152,4,PAUSE,1.395,0.0000,0.51,0.00,143.30,142.79,
29.202,4,PAUSE,1.445,0.0000,0.51,0.00,143.30,142.79,
29.254,4,PAUSE,1.497,0.0000,0.50,0.00,143.30,142.80,
29.302,4,PAUSE,1.545,0.0000,0.47,0.00,143.30,142.83,
29.352,4,PAUSE,1.595,0.0000,0.47,0.00,143.30,142.83,
29.402,4,PAUSE,1.645,0.0000,0.47,0.00,143.30,142.83,
29.452,4,PAUSE,1.695,0.0000,0.47,0.00,143.30,142.83,
29.504,4,PAUSE,1.747,0.0000,0.48,0.00,143.30,142.82,
29.554,4,PAUSE,1.797,0.0000,0.49,0.00,143.30,142.81,
29.602,4,PAUSE,1.845,0.0000,0.49,0.00,143.30,142.81,
29.653,4,PAUSE,1.896,0.0000,0.49,0.00,143.30,142.81,
29.702,4,PAUSE,1.945,0.0000,0.49,0.00,143.30,142.81,
29.753,4,PAUSE,1.996,0.0000,0.49,0.00,143.30,142.80,
29.802,4,PAUSE,2.045,0.0000,0.49,0.00,143.30,142.80,
29.852,4,PAUSE,2.095,0.0000,0.49,0.00,143.30,142.80,
29.902,4,PAUSE,2.145,0.0000,0.49,0.00,143.30,142.80,
29.953,4,PAUSE,2.196,0.0000,0.50,0.00,143.30,142.80,
30.002,4,PAUSE,2.245,0.0000,0.49,0.00,143.30,142.81,
30.052,4,PAUSE,2.295,0.0000,0.49,0.00,143.30,142.81,
30.102,4,PAUSE,2.345,0.0000,0.49,0.00,143.30,142.81,
30.152,4,PAUSE,2.395,0.0000,0.49,0.00,143.30,142.81,
30.202,4,PAUSE,2.445,0.0000,0.49,0.00,143.30,142.81,
30.252,4,PAUSE,2.495,0.0000,0.47,0.00,143.30,142.83,
30.302,4,PAUSE,2.545,0.0000,0.47,0.00,143.30,142.83,
30.352,4,PAUSE,2.595,0.0000,0.47,0.00,143.30,142.83,
30.402,4,PAUSE,2.645,0.0000,0.47,0.00,143.30,142.83,
30.452,4,PAUSE,2.695,0.0000,0.50,0.00,143.30,142.80,
30.504,4,PAUSE,2.747,0.0000,0.50,0.00,143.30,142.80,
30.552,4,PAUSE,2.796,0.0000,0.50,0.00,143.30,142.80,
30.603,4,PAUSE,2.846,0.0000,0.50,0.00,143.30,142.80,
30.653,4,PAUSE,2.896,0.0000,0.48,0.00,143.30,142.82,
30.703,4,PAUSE,2.946,0.0000,0.52,0.00,143.30,142.78,
30.752,4,PAUSE,2.995,0.0000,0.52,0.00,143.30,142.78,
30.806,4,SPIN,0.001,0.0000,0.00,0.00,0.00,0.00,
30.853,4,SPIN,0.048,1.0000,0.00,0.00,0.00,-0.00,
30.903,4,SPIN,0.098,1.0000,0.00,0.00,2.85,2.85,
30.952,4,SPIN,0.148,1.0000,0.00,0.00,5.70,5.70,
31.003,4,SPIN,0.198,1.0000,0.00,0.00,8.58,8.58,
31.053,4,SPIN,0.248,1.0000,-0.02,0.00,11.45,11.47,
31.102,4,SPIN,0.297,1.0000,-0.01,0.00,14.29,14.30,
31.152,4,SPIN,0.348,1.0000,-0.01,0.00,17.16,17.17,
31.203,4,SPIN,0.398,1.0000,-0.01,0.00,20.05,20.05,
31.252,4,SPIN,0.447,1.0000,-0.01,0.00,22.89,22.90,
31.303,4,SPIN,0.499,1.0000,0.05,0.00,25.81,25.76,
31.352,4,SPIN,0.547,1.0000,0.07,0.00,28.61,28.54,
31.402,4,SPIN,0.597,1.0000,0.34,0.00,31.48,31.14,
31.452,4,SPIN,0.648,1.0000,0.51,0.00,34.35,33.84,
31.503,4,SPIN,0.699,1.0000,0.59,0.00,37.28,36.69,
31.552,4,SPIN,0.747,1.0000,0.73,0.00,40.07,39.34,
31.602,4,SPIN,0.798,1.0000,0.73,0.00,42.95,42.21,
31.652,4,SPIN,0.847,1.0000,1.50,0.00,45.80,44.30,
31.702,4,SPIN,0.898,1.0000,2.08,0.00,48.67,46.59,
31.752,4,SPIN,0.947,1.0000,3.02,0.00,51.53,48.51,
31.803,4,SPIN,0.999,1.0000,5.12,0.00,54.46,49.34,
31.852,4,SPIN,1.047,1.0000,5.46,0.00,57.27,51.81,
31.902,4,SPIN,1.098,1.0000,5.46,0.00,60.13,54.68,
31.952,4,SPIN,1.148,1.0000,5.46,0.00,63.00,57.55,
32.005,4,SPIN,1.200,1.0000,10.26,0.00,65.99,55.74,
32.052,4,SPIN,1.248,1.0000,12.32,0.00,68.73,56.41,
32.102,4,SPIN,1.298,1.0000,12.75,0.00,71.59,58.84,
32.153,4,SPIN,1.348,1.0000,13.17,0.00,74.47,61.30,
32.202,4,SPIN,1.397,1.0000,13.38,0.00,77.32,63.94,
32.254,4,SPIN,1.449,1.0000,13.38,0.00,80.27,66.88,
32.302,4,SPIN,1.498,1.0000,13.38,0.00,83.06,69.67,
32.353,4,SPIN,1.548,1.0000,14.95,0.00,85.95,71.00,
32.402,4,SPIN,1.597,1.0000,17.10,0.00,88.78,71.68,
32.452,4,SPIN,1.647,1.0000,17.27,0.00,91.64,74.37,
32.503,4,SPIN,1.698,1.0000,17.11,0.00,94.53,77.42,
32.552,4,SPIN,1.747,1.0000,17.15,0.00,97.37,80.23,
32.603,4,SPIN,1.798,1.0000,17.13,0.00,100.26,83.13,
32.654,4,SPIN,1.849,1.0000,17.12,0.00,103.18,86.06,
32.703,4,SPIN,1.898,1.0000,17.14,0.00,105.99,88.85,
32.752,4,SPIN,1.947,1.0000,17.11,0.00,108.83,91.72,
32.803,4,SPIN,1.999,1.0000,17.12,0.00,111.77,94.64,
32.852,4,SPIN,2.047,1.0000,17.12,0.00,114.56,97.44,
32.902,4,SPIN,2.098,1.0000,17.12,0.00,117.43,100.31,
32.952,4,SPIN,2.147,1.0000,17.11,0.00,120.28,103.17,
33.002,4,SPIN,2.197,1.0000,17.12,0.00,123.13,106.01,
33.052,4,SPIN,2.247,1.0000,17.14,0.00,126.00,108.86,
33.102,4,SPIN,2.297,1.0000,17.10,0.00,128.87,111.77,
33.152,4,SPIN,2.347,1.0000,17.14,0.00,131.72,114.58,
33.202,4,SPIN,2.397,1.0000,17.14,0.00,134.59,117.45,
33.252,4,SPIN,2.447,1.0000,17.14,0.00,137.46,120.32,
33.302,4,SPIN,2.497,1.0000,17.16,0.00,140.33,123.17,
33.353,4,SPIN,2.548,0.0000,17.13,0.00,143.19,126.06,FIN_SPIN_rep4
33.354,4,COAST,0.001,0.0000,17.13,0.00,143.19,126.06,
33.402,4,COAST,0.048,0.0000,17.11,0.00,143.19,126.08,
33.452,4,COAST,0.098,0.0000,17.14,0.00,143.19,126.05,
33.502,4,COAST,0.148,0.0000,17.11,0.00,143.19,126.08,
33.552,4,COAST,0.198,0.0000,17.11,0.00,143.19,126.08,
33.602,4,COAST,0.249,0.0000,17.11,0.00,143.19,126.08,
33.652,4,COAST,0.299,0.0000,17.12,0.00,143.19,126.07,
33.703,4,COAST,0.350,0.0000,17.10,0.00,143.19,126.09,
33.752,4,COAST,0.399,0.0000,17.12,0.00,143.19,126.07,
33.803,4,COAST,0.449,0.0000,17.12,0.00,143.19,126.07,
33.852,4,COAST,0.499,0.0000,17.12,0.00,143.19,126.07,
33.902,4,COAST,0.549,0.0000,17.12,0.00,143.19,126.07,
33.952,4,COAST,0.599,0.0000,17.12,0.00,143.19,126.07,
34.003,4,COAST,0.650,0.0000,17.12,0.00,143.19,126.07,
34.052,4,COAST,0.699,0.0000,17.11,0.00,143.19,126.08,
34.102,4,COAST,0.749,0.0000,17.11,0.00,143.19,126.08,
34.152,4,COAST,0.799,0.0000,17.10,0.00,143.19,126.08,
34.202,4,COAST,0.849,0.0000,17.10,0.00,143.19,126.08,
34.252,4,COAST,0.899,0.0000,17.12,0.00,143.19,126.07,
34.303,4,COAST,0.950,0.0000,17.11,0.00,143.19,126.08,
34.352,4,COAST,0.999,0.0000,17.11,0.00,143.19,126.07,
34.402,4,COAST,1.049,0.0000,17.11,0.00,143.19,126.08,
34.452,4,COAST,1.099,0.0000,17.11,0.00,143.19,126.08,
34.502,4,COAST,1.148,0.0000,17.11,0.00,143.19,126.08,
34.553,4,COAST,1.199,0.0000,17.11,0.00,143.19,126.08,
34.602,4,COAST,1.249,0.0000,17.12,0.00,143.19,126.07,
34.653,4,COAST,1.299,0.0000,17.70,0.00,143.19,125.49,
34.703,4,COAST,1.350,0.0000,17.89,0.00,143.19,125.30,
34.752,4,COAST,1.399,0.0000,18.30,0.00,143.19,124.89,
34.802,4,COAST,1.449,0.0000,18.98,0.00,143.19,124.20,
34.852,4,COAST,1.499,0.0000,18.98,0.00,143.19,124.20,
34.902,4,COAST,1.549,0.0000,18.98,0.00,143.19,124.20,
34.953,4,COAST,1.600,0.0000,20.00,0.00,143.19,123.19,
35.002,4,COAST,1.649,0.0000,23.39,0.00,143.19,119.80,
35.052,4,COAST,1.699,0.0000,24.59,0.00,143.19,118.60,
35.102,4,COAST,1.749,0.0000,24.59,0.00,143.19,118.60,
35.152,4,COAST,1.799,0.0000,24.59,0.00,143.19,118.60,
35.202,4,COAST,1.849,0.0000,24.59,0.00,143.19,118.60,
35.252,4,COAST,1.899,0.0000,24.59,0.00,143.19,118.60,
35.304,4,COAST,1.951,0.0000,24.59,0.00,143.19,118.60,
35.352,4,COAST,1.999,0.0000,88.84,0.00,143.19,54.34,
35.404,4,COAST,2.051,0.0000,88.92,0.00,143.19,54.27,FIN_COAST_rep4
35.408,5,PAUSE,0.001,0.0000,88.92,0.00,143.19,54.27,
35.452,5,PAUSE,0.045,0.0000,89.04,0.00,143.19,54.15,
35.503,5,PAUSE,0.095,0.0000,36.76,0.00,143.19,106.43,
35.553,5,PAUSE,0.146,0.0000,37.16,0.00,143.19,106.03,
35.602,5,PAUSE,0.195,0.0000,37.16,0.00,143.19,106.03,
35.654,5,PAUSE,0.247,0.0000,37.16,0.00,143.19,106.03,
35.702,5,PAUSE,0.295,0.0000,48.29,0.00,143.19,94.90,
35.754,5,PAUSE,0.347,0.0000,49.57,0.00,143.19,93.62,
35.802,5,PAUSE,0.395,0.0000,49.70,0.00,143.19,93.48,
35.853,5,PAUSE,0.446,0.0000,49.74,0.00,143.19,93.45,
35.903,5,PAUSE,0.495,0.0000,49.74,0.00,143.19,93.45,
35.952,5,PAUSE,0.545,0.0000,49.74,0.00,143.19,93.45,
36.002,5,PAUSE,0.595,0.0000,49.74,0.00,143.19,93.45,
36.053,5,PAUSE,0.646,0.0000,49.77,0.00,143.19,93.42,
36.102,5,PAUSE,0.695,0.0000,49.73,0.00,143.19,93.46,
36.153,5,PAUSE,0.745,0.0000,49.75,0.00,143.19,93.44,
36.203,5,PAUSE,0.796,0.0000,49.74,0.00,143.19,93.45,
36.252,5,PAUSE,0.845,0.0000,49.74,0.00,143.19,93.45,
36.302,5,PAUSE,0.895,0.0000,49.74,0.00,143.19,93.45,
36.353,5,PAUSE,0.946,0.0000,49.72,0.00,143.19,93.47,
36.402,5,PAUSE,0.995,0.0000,49.71,0.00,143.19,93.48,
36.453,5,PAUSE,1.046,0.0000,49.73,0.00,143.19,93.46,
36.503,5,PAUSE,1.095,0.0000,49.73,0.00,143.19,93.46,
36.552,5,PAUSE,1.145,0.0000,49.75,0.00,143.19,93.44,
36.602,5,PAUSE,1.195,0.0000,49.75,0.00,143.19,93.44,
36.652,5,PAUSE,1.245,0.0000,49.75,0.00,143.19,93.44,
36.702,5,PAUSE,1.295,0.0000,49.75,0.00,143.19,93.44,
