t_s,rep,state,elapsed_s,cmd_wz,opt_dyaw_deg,imu_yaw_deg,kf_dyaw_deg,kf_err_deg,event
7.654,1,PAUSE,2.847,0.0000,-0.02,0.00,143.25,143.26,
7.702,1,PAUSE,2.895,0.0000,0.01,0.00,143.25,143.24,
7.752,1,PAUSE,2.945,0.0000,0.01,0.00,143.25,143.24,
7.804,1,PAUSE,2.997,0.0000,0.01,0.00,143.25,143.24,
7.856,1,SPIN,0.001,0.0000,0.00,0.00,0.00,0.00,
7.903,1,SPIN,0.048,1.0000,0.00,0.00,0.00,-0.00,
7.952,1,SPIN,0.098,1.0000,-0.03,0.00,2.85,2.88,
8.003,1,SPIN,0.148,1.0000,0.06,0.00,5.72,5.66,
8.052,1,SPIN,0.198,1.0000,0.05,0.00,8.57,8.52,
8.103,1,SPIN,0.248,1.0000,0.06,0.00,11.45,11.40,
8.152,1,SPIN,0.298,1.0000,0.06,0.00,14.31,14.25,
8.202,1,SPIN,0.348,1.0000,0.06,0.00,17.17,17.12,
8.252,1,SPIN,0.397,1.0000,0.07,0.00,20.02,19.95,
8.303,1,SPIN,0.449,1.0000,0.08,0.00,22.95,22.87,
8.352,1,SPIN,0.498,1.0000,0.07,0.00,25.75,25.68,
8.402,1,SPIN,0.547,1.0000,0.09,0.00,28.62,28.53,
8.452,1,SPIN,0.598,1.0000,0.08,0.00,31.49,31.41,
8.503,1,SPIN,0.648,1.0000,0.08,0.00,34.37,34.29,
8.552,1,SPIN,0.698,1.0000,0.08,0.00,37.23,37.15,
8.603,1,SPIN,0.749,1.0000,0.18,0.00,40.14,39.96,
8.652,1,SPIN,0.797,1.0000,0.19,0.00,42.94,42.75,
8.702,1,SPIN,0.847,1.0000,0.37,0.00,45.79,45.42,
8.752,1,SPIN,0.898,1.0000,0.38,0.00,48.68,48.30,
8.802,1,SPIN,0.948,1.0000,0.39,0.00,51.55,51.16,
8.853,1,SPIN,0.998,1.0000,0.40,0.00,54.45,54.05,
8.903,1,SPIN,1.049,1.0000,0.41,0.00,57.33,56.92,
8.952,1,SPIN,1.097,1.0000,0.40,0.00,60.13,59.73,
9.003,1,SPIN,1.148,1.0000,0.43,0.00,63.04,62.62,
9.052,1,SPIN,1.197,1.0000,0.41,0.00,65.85,65.45,
9.103,1,SPIN,1.249,1.0000,0.39,0.00,68.79,68.40,
9.152,1,SPIN,1.298,1.0000,0.39,0.00,71.60,71.21,
9.203,1,SPIN,1.348,1.0000,0.42,0.00,74.48,74.06,
9.252,1,SPIN,1.398,1.0000,0.44,0.00,77.33,76.89,
9.303,1,SPIN,1.448,1.0000,0.48,0.00,80.22,79.75,
9.352,1,SPIN,1.498,1.0000,0.45,0.00,83.06,82.62,
9.403,1,SPIN,1.548,1.0000,0.49,0.00,85.94,85.45,
9.452,1,SPIN,1.598,1.0000,0.49,0.00,88.80,88.30,
9.502,1,SPIN,1.648,1.0000,0.49,0.00,91.66,91.17,
9.553,1,SPIN,1.698,1.0000,0.48,0.00,94.56,94.08,
9.604,1,SPIN,1.749,1.0000,0.61,0.00,97.47,96.86,
9.652,1,SPIN,1.798,1.0000,0.85,0.00,100.25,99.40,
9.702,1,SPIN,1.848,1.0000,0.93,0.00,103.12,102.19,
9.754,1,SPIN,1.899,1.0000,0.94,0.00,106.05,105.11,
9.802,1,SPIN,1.948,1.0000,0.99,0.00,108.84,107.85,
9.852,1,SPIN,1.998,1.0000,1.11,0.00,111.71,110.60,
9.903,1,SPIN,2.049,1.0000,1.42,0.00,114.63,113.21,
9.952,1,SPIN,2.098,1.0000,1.64,0.00,117.44,115.79,
10.002,1,SPIN,2.148,1.0000,2.18,0.00,120.30,118.12,
10.054,1,SPIN,2.199,1.0000,3.29,0.00,123.26,119.97,
10.102,1,SPIN,2.248,1.0000,4.76,0.00,126.03,121.27,
10.152,1,SPIN,2.298,1.0000,6.34,0.00,128.90,122.56,
10.204,1,SPIN,2.349,1.0000,9.00,0.00,131.83,122.83,
10.252,1,SPIN,2.398,1.0000,10.76,0.00,134.63,123.87,
10.302,1,SPIN,2.448,1.0000,12.42,0.00,137.49,125.07,
10.353,1,SPIN,2.499,1.0000,14.74,0.00,140.41,125.66,
10.404,1,SPIN,2.550,0.0000,16.83,0.00,143.22,126.38,FIN_SPIN_rep1
10.406,1,COAST,0.001,0.0000,16.83,0.00,143.22,126.38,
10.452,1,COAST,0.047,0.0000,18.27,0.00,143.22,124.95,
10.504,1,COAST,0.099,0.0000,19.25,0.00,143.22,123.97,
10.552,1,COAST,0.147,0.0000,19.19,0.00,143.22,124.03,
10.602,1,COAST,0.197,0.0000,19.20,0.00,143.22,124.02,
10.652,1,COAST,0.247,0.0000,19.20,0.00,143.22,124.02,
10.702,1,COAST,0.297,0.0000,19.19,0.00,143.22,124.03,
10.752,1,COAST,0.347,0.0000,19.19,0.00,143.22,124.03,
10.802,1,COAST,0.397,0.0000,19.20,0.00,143.22,124.02,
10.852,1,COAST,0.447,0.0000,19.21,0.00,143.22,124.01,
10.902,1,COAST,0.497,0.0000,19.20,0.00,143.22,124.02,
10.952,1,COAST,0.547,0.0000,19.18,0.00,143.22,124.04,
11.002,1,COAST,0.597,0.0000,19.22,0.00,143.22,124.00,
11.052,1,COAST,0.647,0.0000,19.18,0.00,143.22,124.03,
11.102,1,COAST,0.697,0.0000,19.19,0.00,143.22,124.03,
11.152,1,COAST,0.747,0.0000,19.19,0.00,143.22,124.02,
11.202,1,COAST,0.797,0.0000,19.18,0.00,143.22,124.04,
11.252,1,COAST,0.847,0.0000,19.16,0.00,143.22,124.06,
11.303,1,COAST,0.898,0.0000,19.20,0.00,143.22,124.02,
11.353,1,COAST,0.948,0.0000,19.19,0.00,143.22,124.03,
11.403,1,COAST,0.998,0.0000,19.19,0.00,143.22,124.03,
11.452,1,COAST,1.048,0.0000,19.18,0.00,143.22,124.04,
11.503,1,COAST,1.098,0.0000,19.21,0.00,143.22,124.00,
11.554,1,COAST,1.149,0.0000,19.16,0.00,143.22,124.05,
11.603,1,COAST,1.198,0.0000,19.19,0.00,143.22,124.03,
11.652,1,COAST,1.247,0.0000,19.18,0.00,143.22,124.04,
11.702,1,COAST,1.297,0.0000,19.19,0.00,143.22,124.02,
11.752,1,COAST,1.347,0.0000,19.17,0.00,143.22,124.04,
11.804,1,COAST,1.399,0.0000,19.19,0.00,143.22,124.03,
11.852,1,COAST,1.447,0.0000,19.18,0.00,143.22,124.04,
11.902,1,COAST,1.497,0.0000,19.19,0.00,143.22,124.03,
11.952,1,COAST,1.548,0.0000,19.15,0.00,143.22,124.07,
12.002,1,COAST,1.597,0.0000,19.15,0.00,143.22,124.07,
12.052,1,COAST,1.647,0.0000,19.15,0.00,143.22,124.07,
12.103,1,COAST,1.698,0.0000,19.21,0.00,143.22,124.01,
12.152,1,COAST,1.747,0.0000,19.17,0.00,143.22,124.04,
12.203,1,COAST,1.798,0.0000,19.17,0.00,143.22,124.04,
12.253,1,COAST,1.848,0.0000,19.21,0.00,143.22,124.01,
12.302,1,COAST,1.897,0.0000,19.16,0.00,143.22,124.06,
12.352,1,COAST,1.947,0.0000,19.16,0.00,143.22,124.06,
12.402,1,COAST,1.997,0.0000,19.16,0.00,143.22,124.06,
12.456,1,COAST,2.051,0.0000,19.16,0.00,143.22,124.06,FIN_COAST_rep1
12.459,2,PAUSE,0.001,0.0000,19.16,0.00,143.22,124.06,
12.504,2,PAUSE,0.045,0.0000,19.16,0.00,143.22,124.06,
12.552,2,PAUSE,0.094,0.0000,19.16,0.00,143.22,124.06,
12.602,2,PAUSE,0.144,0.0000,19.16,0.00,143.22,124.06,
12.652,2,PAUSE,0.194,0.0000,19.16,0.00,143.22,124.06,
12.702,2,PAUSE,0.244,0.0000,19.16,0.00,143.22,124.06,
12.752,2,PAUSE,0.294,0.0000,19.16,0.00,143.22,124.06,
12.802,2,PAUSE,0.344,0.0000,19.16,0.00,143.22,124.06,
12.852,2,PAUSE,0.394,0.0000,19.16,0.00,143.22,124.06,
12.902,2,PAUSE,0.444,0.0000,19.16,0.00,143.22,124.06,
12.952,2,PAUSE,0.494,0.0000,19.16,0.00,143.22,124.06,
13.002,2,PAUSE,0.544,0.0000,19.16,0.00,143.22,124.06,
13.052,2,PAUSE,0.594,0.0000,19.16,0.00,143.22,124.06,
13.102,2,PAUSE,0.644,0.0000,19.16,0.00,143.22,124.06,
13.152,2,PAUSE,0.694,0.0000,19.16,0.00,143.22,124.06,
13.202,2,PAUSE,0.744,0.0000,19.19,0.00,143.22,124.03,
13.252,2,PAUSE,0.794,0.0000,19.16,0.00,143.22,124.06,
13.302,2,PAUSE,0.844,0.0000,19.16,0.00,143.22,124.06,
13.352,2,PAUSE,0.894,0.0000,19.16,0.00,143.22,124.06,
13.402,2,PAUSE,0.943,0.0000,19.16,0.00,143.22,124.06,
13.452,2,PAUSE,0.994,0.0000,19.17,0.00,143.22,124.05,
13.503,2,PAUSE,1.045,0.0000,19.17,0.00,143.22,124.05,
13.552,2,PAUSE,1.094,0.0000,19.17,0.00,143.22,124.05,
13.602,2,PAUSE,1.144,0.0000,19.17,0.00,143.22,124.05,
13.654,2,PAUSE,1.196,0.0000,19.17,0.00,143.22,124.04,
13.703,2,PAUSE,1.245,0.0000,19.21,0.00,143.22,124.01,
13.752,2,PAUSE,1.294,0.0000,19.21,0.00,143.22,124.01,
13.802,2,PAUSE,1.344,0.0000,19.21,0.00,143.22,124.01,
13.852,2,PAUSE,1.394,0.0000,19.21,0.00,143.22,124.01,
13.902,2,PAUSE,1.444,0.0000,19.17,0.00,143.22,124.05,
13.952,2,PAUSE,1.494,0.0000,19.17,0.00,143.22,124.05,
14.003,2,PAUSE,1.544,0.0000,19.18,0.00,143.22,124.04,
14.052,2,PAUSE,1.594,0.0000,19.15,0.00,143.22,124.07,
14.102,2,PAUSE,1.644,0.0000,19.15,0.00,143.22,124.07,
14.152,2,PAUSE,1.694,0.0000,19.15,0.00,143.22,124.07,
14.202,2,PAUSE,1.744,0.0000,19.15,0.00,143.22,124.07,
14.252,2,PAUSE,1.794,0.0000,19.17,0.00,143.22,124.05,
14.304,2,PAUSE,1.845,0.0000,19.18,0.00,143.22,124.04,
14.352,2,PAUSE,1.894,0.0000,19.18,0.00,143.22,124.04,
14.402,2,PAUSE,1.943,0.0000,19.18,0.00,143.22,124.04,
14.454,2,PAUSE,1.995,0.0000,19.19,0.00,143.22,124.03,
14.502,2,PAUSE,2.044,0.0000,19.17,0.00,143.22,124.05,
14.552,2,PAUSE,2.094,0.0000,19.17,0.00,143.22,124.05,
14.603,2,PAUSE,2.144,0.0000,19.17,0.00,143.22,124.05,
14.652,2,PAUSE,2.194,0.0000,19.17,0.00,143.22,124.05,
14.703,2,PAUSE,2.245,0.0000,19.20,0.00,143.22,124.02,
14.752,2,PAUSE,2.294,0.0000,19.16,0.00,143.22,124.05,
14.802,2,PAUSE,2.344,0.0000,19.16,0.00,143.22,124.05,
14.852,2,PAUSE,2.394,0.0000,19.16,0.00,143.22,124.05,
14.903,2,PAUSE,2.445,0.0000,19.16,0.00,143.22,124.05,
14.952,2,PAUSE,2.494,0.0000,19.17,0.00,143.22,124.05,
15.002,2,PAUSE,2.544,0.0000,19.17,0.00,143.22,124.05,
15.052,2,PAUSE,2.594,0.0000,19.17,0.00,143.22,124.05,
15.102,2,PAUSE,2.644,0.0000,19.17,0.00,143.22,124.05,
15.152,2,PAUSE,2.694,0.0000,19.18,0.00,143.22,124.04,
15.202,2,PAUSE,2.744,0.0000,19.18,0.00,143.22,124.03,
15.252,2,PAUSE,2.794,0.0000,19.18,0.00,143.22,124.03,
15.302,2,PAUSE,2.844,0.0000,19.18,0.00,143.22,124.03,
15.352,2,PAUSE,2.894,0.0000,19.18,0.00,143.22,124.03,
15.402,2,PAUSE,2.944,0.0000,19.16,0.00,143.22,124.06,
15.452,2,PAUSE,2.994,0.0000,19.16,0.00,143.22,124.06,
15.506,2,SPIN,0.001,0.0000,0.00,0.00,0.00,0.00,
15.552,2,SPIN,0.048,1.0000,0.00,0.00,0.00,0.00,
15.602,2,SPIN,0.098,1.0000,0.00,0.00,2.87,2.87,
15.652,2,SPIN,0.148,1.0000,0.00,0.00,5.72,5.72,
15.702,2,SPIN,0.198,1.0000,0.00,0.00,8.59,8.59,
15.752,2,SPIN,0.248,1.0000,0.00,0.00,11.45,11.45,
15.802,2,SPIN,0.298,1.0000,0.00,0.00,14.33,14.33,
15.852,2,SPIN,0.348,1.0000,0.00,0.00,17.19,17.19,
15.903,2,SPIN,0.398,1.0000,0.00,0.00,20.10,20.10,
15.952,2,SPIN,0.448,1.0000,0.00,0.00,22.92,22.92,
16.003,2,SPIN,0.498,1.0000,0.00,0.00,25.82,25.82,
16.052,2,SPIN,0.548,1.0000,0.00,0.00,28.65,28.65,
16.102,2,SPIN,0.598,1.0000,0.00,0.00,31.51,31.51,
16.152,2,SPIN,0.648,1.0000,0.00,0.00,34.37,34.37,
16.202,2,SPIN,0.698,1.0000,0.00,0.00,37.24,37.24,
16.252,2,SPIN,0.748,1.0000,0.02,0.00,40.10,40.09,
16.302,2,SPIN,0.798,1.0000,2.31,0.00,42.97,40.66,
16.354,2,SPIN,0.849,1.0000,3.76,0.00,45.93,42.16,
16.402,2,SPIN,0.898,1.0000,4.90,0.00,48.70,43.80,
16.452,2,SPIN,0.948,1.0000,5.51,0.00,51.57,46.06,
16.503,2,SPIN,0.998,1.0000,5.51,0.00,54.44,48.94,
16.552,2,SPIN,1.048,1.0000,5.51,0.00,57.29,51.79,
16.604,2,SPIN,1.100,1.0000,6.31,0.00,60.25,53.93,
16.652,2,SPIN,1.148,1.0000,9.83,0.00,63.02,53.19,
16.703,2,SPIN,1.198,1.0000,10.66,0.00,65.90,55.25,
16.754,2,SPIN,1.250,1.0000,11.82,0.00,68.85,57.03,
16.804,2,SPIN,1.301,1.0000,12.17,0.00,71.65,59.49,
16.852,2,SPIN,1.347,1.0000,12.28,0.00,74.47,62.19,
16.902,2,SPIN,1.397,1.0000,12.70,0.00,77.32,64.62,
16.952,2,SPIN,1.447,1.0000,12.70,0.00,80.20,67.49,
17.003,2,SPIN,1.498,1.0000,12.72,0.00,83.10,70.38,
17.052,2,SPIN,1.547,1.0000,12.75,0.00,85.92,73.17,
17.102,2,SPIN,1.597,1.0000,12.75,0.00,88.79,76.04,
17.152,2,SPIN,1.647,1.0000,12.75,0.00,91.66,78.92,
17.204,2,SPIN,1.699,1.0000,12.75,0.00,94.61,81.86,
17.253,2,SPIN,1.748,1.0000,12.76,0.00,97.42,84.65,
17.302,2,SPIN,1.798,1.0000,12.75,0.00,100.26,87.51,
17.352,2,SPIN,1.847,1.0000,12.76,0.00,103.12,90.36,
17.402,2,SPIN,1.898,1.0000,12.75,0.00,105.99,93.24,
17.452,2,SPIN,1.947,1.0000,12.77,0.00,108.85,96.08,
17.503,2,SPIN,1.999,1.0000,12.76,0.00,111.78,99.03,
17.552,2,SPIN,2.047,1.0000,12.76,0.00,114.58,101.82,
17.603,2,SPIN,2.098,1.0000,12.76,0.00,117.50,104.74,
17.652,2,SPIN,2.147,1.0000,12.79,0.00,120.31,107.52,
17.702,2,SPIN,2.198,1.0000,12.80,0.00,123.18,110.38,
17.752,2,SPIN,2.247,1.0000,12.80,0.00,126.04,113.24,
17.802,2,SPIN,2.297,1.0000,12.80,0.00,128.91,116.11,
17.852,2,SPIN,2.347,1.0000,12.78,0.00,131.77,118.99,
17.902,2,SPIN,2.398,1.0000,12.77,0.00,134.64,121.87,
17.952,2,SPIN,2.448,1.0000,12.80,0.00,137.50,124.70,
18.002,2,SPIN,2.498,1.0000,12.81,0.00,140.37,127.56,
18.054,2,SPIN,2.550,0.0000,12.82,0.00,143.23,130.41,FIN_SPIN_rep2
18.056,2,COAST,0.001,0.0000,12.82,0.00,143.23,130.41,
18.102,2,COAST,0.047,0.0000,12.82,0.00,143.23,130.41,
18.152,2,COAST,0.097,0.0000,12.82,0.00,143.23,130.41,
18.202,2,COAST,0.147,0.0000,12.84,0.00,143.23,130.39,
18.252,2,COAST,0.197,0.0000,12.79,0.00,143.23,130.44,
