t_s,leg,state,phase_elapsed_s,cmd_vx,cmd_vy,cmd_wz,raw_vx,raw_vy,raw_wz,enc_dist_m,imu_yaw_deg,imu_heading_deg,kf_x,kf_y,kf_yaw_deg,opt_x,opt_y,opt_yaw_deg,lateral_err_m,heading_err_deg,event
0.051,0,WARMUP,0.051,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,2.43,0.0000,0.0000,0.00,0.0000,0.01,
0.102,0,WARMUP,0.102,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,2.43,0.0000,0.0000,0.00,0.0000,0.03,
0.152,0,WARMUP,0.152,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.0,0.0,0.0000,0.0000,2.43,0.0000,0.0000,0.00,0.0000,0.03,
0.202,0,WARMUP,0.202,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.0,0.1,0.0000,0.0000,2.43,0.0000,0.0000,0.00,0.0000,0.07,
0.252,0,WARMUP,0.252,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.0,0.1,0.0000,0.0000,2.43,0.0000,0.0000,0.00,0.0000,0.09,
0.302,0,WARMUP,0.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.1,0.0000,0.0000,2.43,0.0000,0.0000,0.00,0.0000,0.13,
0.352,0,WARMUP,0.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.1,0.0000,0.0000,2.43,0.0000,0.0000,0.00,0.0000,0.15,
0.404,0,WARMUP,0.405,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.2,0.0000,0.0000,2.43,0.0000,0.0000,0.00,0.0000,0.18,
0.452,0,WARMUP,0.452,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.2,0.0000,0.0000,2.43,0.0000,0.0000,0.00,0.0000,0.18,
0.502,0,WARMUP,0.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.2,0.0000,0.0000,2.43,0.0000,0.0000,0.00,0.0000,0.21,
0.552,0,WARMUP,0.553,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.2,0.0000,0.0000,2.43,0.0000,0.0000,0.00,0.0000,0.25,
0.603,0,WARMUP,0.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.3,0.0000,0.0000,2.43,0.0000,0.0000,0.00,0.0000,0.27,
0.652,0,WARMUP,0.652,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.3,0.0000,0.0000,2.43,0.0000,0.0000,0.00,0.0000,0.29,
0.702,0,WARMUP,0.702,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,0.3,0.0000,0.0000,2.43,0.0000,0.0000,0.00,0.0000,0.31,
